setting,seed,p,K,t,camera_coef,license_coef,loss_ratio,nonadopter_rate_change,noncausal_camera_coverage,noncausal_license_compliance,noncausal_share,promised,realized,true_cut,share_proxy_heavy,gap_proxy_heavy,share_causal_only,gap_causal_only
baseline,17,1,1,8,-0.507166,-0.779837,0.751648,,0.0850626,0.109931,0.194994,0.320225,0.266709,0.265826,0.0348546,0.122177,0.451856,-0.0425598
baseline,17,1,1,9,-0.811148,-0.683263,0.763179,,0.127057,0.0890512,0.216108,0.320225,0.245655,0.265826,0.0348546,0.101272,0.451856,-0.0727908
baseline,17,1,1,10,-0.7072,-0.633129,0.764981,,0.104632,0.0778681,0.1825,0.320225,0.266585,0.265826,0.0348546,0.105152,0.451856,-0.0446666
baseline,17,1,3,1,-0.677474,-0.363853,0.714706,,0.140818,0.0610176,0.201835,0.320225,0.285265,0.265826,0.0348546,0.14095,0.451856,-0.0337346
baseline,17,1,3,2,-0.617982,-0.460865,1.0583,,0.135626,0.082974,0.2186,0.320225,0.272447,0.265826,0.0348546,0.13997,0.451856,-0.0469473
baseline,17,1,3,3,-0.559789,-0.54732,0.957113,,0.128529,0.104887,0.233417,0.320225,0.258986,0.265826,0.0348546,0.136317,0.451856,-0.0589685
baseline,17,1,3,4,-0.485911,-0.674409,0.866836,,0.096066,0.112622,0.208688,0.320225,0.271136,0.265826,0.0348546,0.138081,0.451856,-0.0426276
baseline,17,1,3,5,-0.482431,-0.684779,0.816815,,0.0873983,0.104756,0.192155,0.320225,0.276789,0.265826,0.0348546,0.133505,0.451856,-0.0345638
baseline,17,1,3,6,-0.45532,-0.729341,0.785673,,0.0763257,0.103097,0.179423,0.320225,0.278651,0.265826,0.0348546,0.127364,0.451856,-0.0298751
baseline,17,1,3,7,-0.437938,-0.772443,0.761797,,0.0763344,0.114172,0.190506,0.320225,0.270811,0.265826,0.0348546,0.12674,0.451856,-0.0377667
baseline,17,1,3,8,-0.419194,-0.810147,0.74463,,0.0749446,0.123467,0.198412,0.320225,0.263371,0.265826,0.0348546,0.124093,0.451856,-0.0446128
baseline,17,1,3,9,-0.521999,-0.791946,0.739507,,0.0936917,0.119491,0.213182,0.320225,0.255093,0.265826,0.0348546,0.121143,0.451856,-0.0574709
baseline,17,1,3,10,-0.652968,-0.714901,0.746293,,0.106507,0.0968227,0.20333,0.320225,0.258631,0.265826,0.0348546,0.113084,0.451856,-0.0549428
baseline,17,1,5,1,-0.677474,-0.363853,0.714706,,0.140818,0.0610176,0.201835,0.320225,0.285265,0.265826,0.0348546,0.14095,0.451856,-0.0337346
baseline,17,1,5,2,-0.633877,-0.457772,1.07742,,0.138123,0.0815646,0.219688,0.320225,0.273391,0.265826,0.0348546,0.141331,0.451856,-0.0468188
baseline,17,1,5,3,-0.597859,-0.523699,1.00328,,0.136789,0.0991761,0.235965,0.320225,0.26068,0.265826,0.0348546,0.138538,0.451856,-0.0599863
baseline,17,1,5,4,-0.525334,-0.591493,0.929777,,0.125928,0.119259,0.245187,0.320225,0.249188,0.265826,0.0348546,0.134135,0.451856,-0.0698593
baseline,17,1,5,5,-0.484974,-0.650845,0.87224,,0.118189,0.134834,0.253023,0.320225,0.243624,0.265826,0.0348546,0.134401,0.451856,-0.0742823
baseline,17,1,5,6,-0.473269,-0.720734,0.819162,,0.0965639,0.12489,0.221454,0.320225,0.261437,0.265826,0.0348546,0.135871,0.451856,-0.0526575
baseline,17,1,5,7,-0.432006,-0.752421,0.781847,,0.083789,0.124782,0.208571,0.320225,0.262874,0.265826,0.0348546,0.130625,0.451856,-0.0479574
baseline,17,1,5,8,-0.42046,-0.783427,0.760391,,0.0771577,0.122748,0.199905,0.320225,0.265794,0.265826,0.0348546,0.128378,0.451856,-0.0436634
baseline,17,1,5,9,-0.507796,-0.772422,0.751109,,0.0902579,0.115548,0.205806,0.320225,0.261544,0.265826,0.0348546,0.12415,0.451856,-0.0501409
baseline,17,1,5,10,-0.540615,-0.757326,0.744103,,0.0943027,0.110615,0.204917,0.320225,0.258517,0.265826,0.0348546,0.118286,0.451856,-0.0529146
baseline,18,0,1,1,-0.43203,-0.573485,0.725254,0,0.102726,0.114162,0.216887,,,,,,,
baseline,18,0,1,2,-0.534834,-0.530903,0.720112,-0.00404915,0.130563,0.106928,0.237491,,,,,,,
baseline,18,0,1,3,-0.390194,-0.590963,0.712461,0.00891752,0.102577,0.13128,0.233858,,,,,,,
baseline,18,0,1,4,-0.412652,-0.584516,0.721606,0.00442476,0.111973,0.133859,0.245832,,,,,,,
baseline,18,0,1,5,-0.540854,-0.635891,0.744787,-0.029783,0.141839,0.138845,0.280684,,,,,,,
baseline,18,0,1,6,-0.572035,-0.60913,0.761198,-0.0483699,0.146661,0.129359,0.27602,,,,,,,
baseline,18,0,1,7,-0.496353,-0.568467,0.743118,-0.0316511,0.119828,0.114433,0.234261,,,,,,,
baseline,18,0,1,8,-0.570958,-0.591259,0.771427,-0.060605,0.149093,0.128001,0.277095,,,,,,,
baseline,18,0,1,9,-0.550116,-0.604618,0.767283,-0.0555237,0.140409,0.128128,0.268538,,,,,,,
baseline,18,0,1,10,-0.402147,-0.609429,0.769054,-0.0531387,0.096195,0.122586,0.218781,,,,,,,
baseline,18,0,3,1,-0.43203,-0.573485,0.725254,0,0.102726,0.114162,0.216887,,,,,,,
baseline,18,0,3,2,-0.454092,-0.541006,0.717871,0.00578775,0.109168,0.108385,0.217554,,,,,,,
baseline,18,0,3,3,-0.439918,-0.570854,0.708465,0.0112973,0.105374,0.11445,0.219824,,,,,,,
baseline,18,0,3,4,-0.435874,-0.569033,0.709523,0.0117248,0.110307,0.120905,0.231212,,,,,,,
baseline,18,0,3,5,-0.434864,-0.599264,0.718437,0.00316372,0.113946,0.132229,0.246175,,,,,,,
baseline,18,0,3,6,-0.495703,-0.603697,0.735348,-0.0163941,0.12994,0.132385,0.262325,,,,,,,
baseline,18,0,3,7,-0.523396,-0.596477,0.743192,-0.0284404,0.132532,0.12576,0.258292,,,,,,,
baseline,18,0,3,8,-0.532858,-0.584084,0.751765,-0.0387192,0.134589,0.122622,0.257211,,,,,,,
baseline,18,0,3,9,-0.529362,-0.580137,0.752719,-0.0402395,0.133196,0.121394,0.25459,,,,,,,
baseline,18,0,3,10,-0.501977,-0.594958,0.760204,-0.0462741,0.12538,0.123951,0.249331,,,,,,,
baseline,18,0,5,1,-0.43203,-0.573485,0.725254,0,0.102726,0.114162,0.216887,,,,,,,
baseline,18,0,5,2,-0.456462,-0.559657,0.723593,-0.000668471,0.109263,0.111759,0.221022,,,,,,,
baseline,18,0,5,3,-0.445482,-0.563938,0.720496,0.00204678,0.108742,0.115109,0.223851,,,,,,,
baseline,18,0,5,4,-0.433027,-0.554813,0.715831,0.00828643,0.108414,0.116412,0.224825,,,,,,,
baseline,18,0,5,5,-0.45047,-0.578832,0.715705,0.00492989,0.11245,0.121126,0.233576,,,,,,,
baseline,18,0,5,6,-0.478371,-0.58324,0.723657,-0.00508406,0.122594,0.125016,0.247609,,,,,,,
baseline,18,0,5,7,-0.466635,-0.590891,0.72888,-0.0103803,0.120144,0.127487,0.247631,,,,,,,
baseline,18,0,5,8,-0.501848,-0.590087,0.7408,-0.0242807,0.129309,0.126867,0.256175,,,,,,,
baseline,18,0,5,9,-0.53407,-0.592198,0.749804,-0.035915,0.136141,0.125487,0.261628,,,,,,,
baseline,18,0,5,10,-0.507907,-0.590457,0.754185,-0.0400719,0.126691,0.1228,0.249491,,,,,,,
baseline,18,0.1,1,1,-0.43203,-0.573485,0.717393,0,0.102726,0.114162,0.216887,0.263777,0.234847,0.261157,0.0901857,0.096976,0.405836,-0.0805971
baseline,18,0.1,1,2,-0.569321,-0.577346,0.731352,-0.0309312,0.142045,0.118882,0.260926,0.263777,0.225371,0.261157,0.0901857,0.105023,0.405836,-0.0992084
baseline,18,0.1,1,3,-0.467569,-0.578387,0.717681,-0.0101064,0.126543,0.131111,0.257654,0.263777,0.215171,0.261157,0.0901857,0.0916597,0.405836,-0.107653
baseline,18,0.1,1,4,-0.439471,-0.574265,0.720513,-0.00692948,0.117824,0.12954,0.247364,0.263777,0.214736,0.261157,0.0901857,0.0882341,0.405836,-0.109405
baseline,18,0.1,1,5,-0.532059,-0.637722,0.744457,-0.0439402,0.141599,0.141531,0.28313,0.263777,0.215301,0.261157,0.0901857,0.105392,0.405836,-0.114914
baseline,18,0.1,1,6,-0.530649,-0.61088,0.762607,-0.0630929,0.137088,0.131464,0.268552,0.263777,0.216996,0.261157,0.0901857,0.102462,0.405836,-0.112561
baseline,18,0.1,1,7,-0.44719,-0.533544,0.744609,-0.0453677,0.111821,0.111694,0.223516,0.263777,0.223881,0.261157,0.0901857,0.089147,0.405836,-0.0947856
baseline,18,0.1,1,8,-0.549073,-0.566115,0.773159,-0.0743405,0.146457,0.125299,0.271755,0.263777,0.20477,0.261157,0.0901857,0.0898389,0.405836,-0.123856
baseline,18,0.1,1,9,-0.511107,-0.612311,0.771302,-0.0730849,0.141717,0.141845,0.283562,0.263777,0.199163,0.261157,0.0901857,0.0880609,0.405836,-0.131017
baseline,18,0.1,1,10,-0.354741,-0.585005,0.770562,-0.0673425,0.0911561,0.12731,0.218466,0.263777,0.209525,0.261157,0.0901857,0.071869,0.405836,-0.107811
baseline,18,0.1,3,1,-0.43203,-0.573485,0.717393,0,0.102726,0.114162,0.216887,0.263777,0.234847,0.261157,0.0901857,0.096976,0.405836,-0.0805971
baseline,18,0.1,3,2,-0.463944,-0.554892,0.731021,-0.0231342,0.112461,0.112141,0.224601,0.263777,0.233012,0.261157,0.0901857,0.0976618,0.405836,-0.0834686
baseline,18,0.1,3,3,-0.474454,-0.577951,0.718276,-0.0131406,0.116,0.118016,0.234015,0.263777,0.232232,0.261157,0.0901857,0.101138,0.405836,-0.0862137
baseline,18,0.1,3,4,-0.479238,-0.573559,0.714172,-0.00641671,0.123236,0.123363,0.246599,0.263777,0.223306,0.261157,0.0901857,0.0962139,0.405836,-0.0984875
baseline,18,0.1,3,5,-0.465582,-0.590346,0.719341,-0.0107891,0.123368,0.131253,0.25462,0.263777,0.218356,0.261157,0.0901857,0.0946999,0.405836,-0.105461
baseline,18,0.1,3,6,-0.486687,-0.601936,0.734826,-0.028965,0.127792,0.132381,0.260173,0.263777,0.21753,0.261157,0.0901857,0.0976476,0.405836,-0.109049
baseline,18,0.1,3,7,-0.48946,-0.587908,0.74372,-0.0420823,0.126137,0.12662,0.252757,0.263777,0.219798,0.261157,0.0901857,0.0976744,0.405836,-0.105058
baseline,18,0.1,3,8,-0.493929,-0.56566,0.753007,-0.0523214,0.12728,0.121612,0.248892,0.263777,0.216563,0.261157,0.0901857,0.09286,0.405836,-0.10785
baseline,18,0.1,3,9,-0.488904,-0.564957,0.754882,-0.0549268,0.128625,0.124156,0.252781,0.263777,0.21104,0.261157,0.0901857,0.0881229,0.405836,-0.113511
baseline,18,0.1,3,10,-0.459121,-0.584102,0.762317,-0.0608978,0.121684,0.129885,0.251569,0.263777,0.206668,0.261157,0.0901857,0.0828272,0.405836,-0.1175
baseline,18,0.1,5,1,-0.43203,-0.573485,0.717393,0,0.102726,0.114162,0.216887,0.263777,0.234847,0.261157,0.0901857,0.096976,0.405836,-0.0805971
baseline,18,0.1,5,2,-0.463926,-0.570468,0.73742,-0.0302204,0.111834,0.114756,0.22659,0.263777,0.232425,0.261157,0.0901857,0.0982952,0.405836,-0.0849847
baseline,18,0.1,5,3,-0.467559,-0.569733,0.732178,-0.0249489,0.115819,0.117865,0.233685,0.263777,0.2283,0.261157,0.0901857,0.0966968,0.405836,-0.090329
baseline,18,0.1,5,4,-0.459944,-0.557383,0.724102,-0.0146171,0.116616,0.118179,0.234795,0.263777,0.225401,0.261157,0.0901857,0.0935423,0.405836,-0.0935359
baseline,18,0.1,5,5,-0.476007,-0.581683,0.721037,-0.0143158,0.120631,0.12334,0.243971,0.263777,0.225428,0.261157,0.0901857,0.0978409,0.405836,-0.095829
baseline,18,0.1,5,6,-0.496631,-0.587076,0.726451,-0.0214014,0.129165,0.127558,0.256722,0.263777,0.220185,0.261157,0.0901857,0.0977877,0.405836,-0.10442
baseline,18,0.1,5,7,-0.469228,-0.578937,0.72984,-0.0243009,0.122737,0.126814,0.249551,0.263777,0.218886,0.261157,0.0901857,0.0940124,0.405836,-0.104571
baseline,18,0.1,5,8,-0.482732,-0.577297,0.740994,-0.0371451,0.125988,0.125935,0.251923,0.263777,0.216807,0.261157,0.0901857,0.0938286,0.405836,-0.107862
baseline,18,0.1,5,9,-0.499922,-0.584666,0.75124,-0.0503488,0.131462,0.1283,0.259762,0.263777,0.213438,0.261157,0.0901857,0.0938615,0.405836,-0.11268
baseline,18,0.1,5,10,-0.464331,-0.578204,0.755937,-0.0543608,0.121055,0.126312,0.247367,0.263777,0.212466,0.261157,0.0901857,0.087475,0.405836,-0.111237
baseline,18,0.25,1,1,-0.43203,-0.573485,0.709506,0,0.102726,0.114162,0.216887,0.259753,0.230561,0.254998,0.0890891,0.0935171,0.386386,-0.0811288
baseline,18,0.25,1,2,-0.652463,-0.500132,0.757131,-0.0767175,0.175621,0.109362,0.284983,0.259753,0.212343,0.254998,0.0890891,0.0996076,0.386386,-0.112524
baseline,18,0.25,1,3,-0.502985,-0.545644,0.742065,-0.0593387,0.148459,0.134179,0.282638,0.259753,0.199162,0.254998,0.0890891,0.084839,0.386386,-0.122817
baseline,18,0.25,1,4,-0.407961,-0.633199,0.73926,-0.0486278,0.126383,0.165942,0.292325,0.259753,0.188346,0.254998,0.0890891,0.0801373,0.386386,-0.137339
baseline,18,0.25,1,5,-0.543371,-0.662161,0.756098,-0.0745227,0.168801,0.171796,0.340597,0.259753,0.187459,0.254998,0.0890891,0.0967449,0.386386,-0.146665
baseline,18,0.25,1,6,-0.509163,-0.640188,0.764735,-0.0829207,0.149334,0.1569,0.306234,0.259753,0.196002,0.254998,0.0890891,0.0954263,0.386386,-0.134462
baseline,18,0.25,1,7,-0.419911,-0.572006,0.744236,-0.0617858,0.113339,0.129886,0.243225,0.259753,0.207289,0.254998,0.0890891,0.0823876,0.386386,-0.110092
baseline,18,0.25,1,8,-0.565637,-0.589314,0.775166,-0.0931773,0.161725,0.139801,0.301526,0.259753,0.188892,0.254998,0.0890891,0.0854472,0.386386,-0.139677
baseline,18,0.25,1,9,-0.589866,-0.576403,0.774427,-0.0959452,0.171917,0.138747,0.310664,0.259753,0.18839,0.254998,0.0890891,0.0873301,0.386386,-0.141229
baseline,18,0.25,1,10,-0.442814,-0.604985,0.776924,-0.0965955,0.124501,0.143283,0.267784,0.259753,0.191891,0.254998,0.0890891,0.0750165,0.386386,-0.128887
baseline,18,0.25,3,1,-0.43203,-0.573485,0.709506,0,0.102726,0.114162,0.216887,0.259753,0.230561,0.254998,0.0890891,0.0935171,0.386386,-0.0811288
baseline,18,0.25,3,2,-0.486297,-0.53215,0.758651,-0.0699129,0.121273,0.110279,0.231552,0.259753,0.225386,0.254998,0.0890891,0.093051,0.386386,-0.0887437
baseline,18,0.25,3,3,-0.50661,-0.544285,0.742105,-0.0577155,0.131813,0.1177,0.249513,0.259753,0.219808,0.254998,0.0890891,0.09418,0.386386,-0.0973881
baseline,18,0.25,3,4,-0.502286,-0.562214,0.734152,-0.0484626,0.143603,0.133986,0.277588,0.259753,0.203903,0.254998,0.0890891,0.0889646,0.386386,-0.118514
baseline,18,0.25,3,5,-0.46341,-0.614343,0.735612,-0.0489094,0.139868,0.155824,0.295692,0.259753,0.194373,0.254998,0.0890891,0.0868002,0.386386,-0.131145
baseline,18,0.25,3,6,-0.46484,-0.64764,0.744105,-0.0576827,0.140735,0.164946,0.305681,0.259753,0.192147,0.254998,0.0890891,0.0896754,0.386386,-0.136515
baseline,18,0.25,3,7,-0.471745,-0.624074,0.74672,-0.0627923,0.13656,0.151523,0.288083,0.259753,0.198189,0.254998,0.0890891,0.0902691,0.386386,-0.127662
baseline,18,0.25,3,8,-0.479011,-0.600211,0.752665,-0.0689499,0.134403,0.140786,0.275189,0.259753,0.199511,0.254998,0.0890891,0.0872941,0.386386,-0.124518
baseline,18,0.25,3,9,-0.508958,-0.57773,0.754596,-0.0724459,0.142107,0.134437,0.276544,0.259753,0.197538,0.254998,0.0890891,0.0850514,0.386386,-0.126261
baseline,18,0.25,3,10,-0.519664,-0.588272,0.764646,-0.0830004,0.147093,0.138816,0.285909,0.259753,0.192596,0.254998,0.0890891,0.0831189,0.386386,-0.132529
baseline,18,0.25,5,1,-0.43203,-0.573485,0.709506,0,0.102726,0.114162,0.216887,0.259753,0.230561,0.254998,0.0890891,0.0935171,0.386386,-0.0811288
baseline,18,0.25,5,2,-0.480772,-0.552696,0.766242,-0.0777777,0.118747,0.113664,0.232411,0.259753,0.225104,0.254998,0.0890891,0.093776,0.386386,-0.0896175
baseline,18,0.25,5,3,-0.488629,-0.546789,0.758066,-0.0709113,0.12684,0.118176,0.245016,0.259753,0.217708,0.254998,0.0890891,0.0907037,0.386386,-0.0988809
baseline,18,0.25,5,4,-0.473286,-0.54818,0.746204,-0.0576449,0.129349,0.125115,0.254464,0.259753,0.210397,0.254998,0.0890891,0.0866372,0.386386,-0.107561
baseline,18,0.25,5,5,-0.48893,-0.579503,0.739111,-0.0529013,0.137386,0.136074,0.273461,0.259753,0.206031,0.254998,0.0890891,0.0900499,0.386386,-0.11576
baseline,18,0.25,5,6,-0.506594,-0.592796,0.739707,-0.0549036,0.149261,0.145825,0.295086,0.259753,0.197982,0.254998,0.0890891,0.0904263,0.386386,-0.128155
baseline,18,0.25,5,7,-0.45875,-0.607056,0.738682,-0.0528286,0.135492,0.150595,0.286088,0.259753,0.196422,0.254998,0.0890891,0.0863328,0.386386,-0.128073
baseline,18,0.25,5,8,-0.46699,-0.617856,0.745615,-0.0599306,0.136625,0.151559,0.288184,0.259753,0.195007,0.254998,0.0890891,0.0867493,0.386386,-0.130663
baseline,18,0.25,5,9,-0.507719,-0.605395,0.752826,-0.0699051,0.146523,0.145613,0.292136,0.259753,0.195334,0.254998,0.0890891,0.0886955,0.386386,-0.131268
baseline,18,0.25,5,10,-0.489404,-0.594971,0.756675,-0.0738118,0.138069,0.14022,0.27829,0.259753,0.196682,0.254998,0.0890891,0.0849707,0.386386,-0.127396
baseline,18,0.5,1,1,-0.43203,-0.573485,0.697671,0,0.102726,0.114162,0.216887,0.257905,0.230108,0.255608,0.090081,0.0899556,0.383097,-0.0792867
baseline,18,0.5,1,2,-0.683241,-0.495537,0.791874,-0.134384,0.176158,0.103364,0.279522,0.257905,0.21898,0.255608,0.090081,0.100808,0.383097,-0.102674
baseline,18,0.5,1,3,-0.536685,-0.471009,0.757395,-0.0989332,0.143934,0.104153,0.248088,0.257905,0.21619,0.255608,0.090081,0.0841641,0.383097,-0.0972203
baseline,18,0.5,1,4,-0.413563,-0.545534,0.747779,-0.0827442,0.120335,0.133534,0.253869,0.257905,0.201111,0.255608,0.090081,0.0750226,0.383097,-0.114625
baseline,18,0.5,1,5,-0.494393,-0.568858,0.766574,-0.110356,0.152597,0.146719,0.299316,0.257905,0.192907,0.255608,0.090081,0.0814956,0.383097,-0.129342
baseline,18,0.5,1,6,-0.453252,-0.619453,0.775203,-0.119055,0.136213,0.156621,0.292834,0.257905,0.190574,0.255608,0.090081,0.0785361,0.383097,-0.131808
baseline,18,0.5,1,7,-0.336873,-0.601793,0.753132,-0.0989188,0.0951872,0.144781,0.239968,0.257905,0.199246,0.255608,0.090081,0.0679438,0.383097,-0.112359
baseline,18,0.5,1,8,-0.514981,-0.611241,0.788101,-0.137574,0.156265,0.154787,0.311052,0.257905,0.181527,0.255608,0.090081,0.0763884,0.383097,-0.144406
baseline,18,0.5,1,9,-0.511615,-0.623191,0.787365,-0.141506,0.156497,0.159331,0.315827,0.257905,0.184018,0.255608,0.090081,0.0800732,0.383097,-0.141743
baseline,18,0.5,1,10,-0.355494,-0.742815,0.779643,-0.128533,0.104821,0.187583,0.292405,0.257905,0.185828,0.255608,0.090081,0.0743362,0.383097,-0.134176
baseline,18,0.5,3,1,-0.43203,-0.573485,0.697671,0,0.102726,0.114162,0.216887,0.257905,0.230108,0.255608,0.090081,0.0899556,0.383097,-0.0792867
baseline,18,0.5,3,2,-0.491956,-0.531843,0.810425,-0.144531,0.121851,0.109355,0.231206,0.257905,0.226359,0.255608,0.090081,0.0904007,0.383097,-0.085273
baseline,18,0.5,3,3,-0.521729,-0.520908,0.778937,-0.118393,0.131377,0.108536,0.239913,0.257905,0.225907,0.255608,0.090081,0.0924652,0.383097,-0.0869312
baseline,18,0.5,3,4,-0.524372,-0.506608,0.75347,-0.092443,0.141118,0.112844,0.253962,0.257905,0.215661,0.255608,0.090081,0.0875313,0.383097,-0.0997269
baseline,18,0.5,3,5,-0.460814,-0.526055,0.747449,-0.0860764,0.131849,0.125799,0.257647,0.257905,0.206416,0.255608,0.090081,0.0797729,0.383097,-0.108889
baseline,18,0.5,3,6,-0.436111,-0.574549,0.75414,-0.0933989,0.129859,0.143819,0.273679,0.257905,0.197227,0.255608,0.090081,0.0778615,0.383097,-0.121426
baseline,18,0.5,3,7,-0.418147,-0.591818,0.756946,-0.0995695,0.123572,0.147459,0.271031,0.257905,0.196037,0.255608,0.090081,0.075598,0.383097,-0.121644
baseline,18,0.5,3,8,-0.423926,-0.610417,0.763144,-0.107913,0.124401,0.150965,0.275366,0.257905,0.192216,0.255608,0.090081,0.074174,0.383097,-0.126797
baseline,18,0.5,3,9,-0.4435,-0.612556,0.765895,-0.114616,0.130911,0.152041,0.282952,0.257905,0.190246,0.255608,0.090081,0.0748633,0.383097,-0.129781
baseline,18,0.5,3,10,-0.453145,-0.664579,0.773652,-0.123044,0.135736,0.167812,0.303548,0.257905,0.185664,0.255608,0.090081,0.0779111,0.383097,-0.137683
baseline,18,0.5,5,1,-0.43203,-0.573485,0.697671,0,0.102726,0.114162,0.216887,0.257905,0.230108,0.255608,0.090081,0.0899556,0.383097,-0.0792867
baseline,18,0.5,5,2,-0.484671,-0.551967,0.821316,-0.154998,0.119362,0.113106,0.232468,0.257905,0.225445,0.255608,0.090081,0.0909062,0.383097,-0.0869211
baseline,18,0.5,5,3,-0.4956,-0.531712,0.803518,-0.140676,0.126691,0.112903,0.239595,0.257905,0.220797,0.255608,0.090081,0.0881425,0.383097,-0.0923762
baseline,18,0.5,5,4,-0.481467,-0.515252,0.780289,-0.118031,0.128589,0.114518,0.243107,0.257905,0.21557,0.255608,0.090081,0.0834661,0.383097,-0.0976196
baseline,18,0.5,5,5,-0.490056,-0.527124,0.763169,-0.102767,0.134246,0.12019,0.254437,0.257905,0.212488,0.255608,0.090081,0.0847063,0.383097,-0.102636
baseline,18,0.5,5,6,-0.501187,-0.533067,0.754442,-0.0951209,0.143081,0.126564,0.269645,0.257905,0.20504,0.255608,0.090081,0.0830099,0.383097,-0.11288
baseline,18,0.5,5,7,-0.434378,-0.553044,0.749082,-0.0895196,0.126145,0.134852,0.260996,0.257905,0.201131,0.255608,0.090081,0.0762789,0.383097,-0.114751
baseline,18,0.5,5,8,-0.428516,-0.583254,0.755382,-0.097248,0.127126,0.14557,0.272696,0.257905,0.19466,0.255608,0.090081,0.0751021,0.383097,-0.123666
baseline,18,0.5,5,9,-0.452462,-0.599486,0.76355,-0.109474,0.135426,0.150568,0.285994,0.257905,0.191315,0.255608,0.090081,0.0765629,0.383097,-0.129214
baseline,18,0.5,5,10,-0.42682,-0.641093,0.765794,-0.112395,0.126545,0.160488,0.287033,0.257905,0.189697,0.255608,0.090081,0.0758295,0.383097,-0.130815
baseline,18,1,1,1,-0.43203,-0.573485,0.659302,,0.102726,0.114162,0.216887,0.260549,0.233092,0.25937,0.0864104,0.092404,0.397639,-0.0782721
baseline,18,1,1,2,-0.521779,-0.500781,0.923802,,0.103147,0.081341,0.184488,0.260549,0.249341,0.25937,0.0864104,0.0951017,0.397639,-0.0574175
baseline,18,1,1,3,-0.578709,-0.218371,0.84082,,0.118712,0.0362707,0.154982,0.260549,0.249695,0.25937,0.0864104,0.0755463,0.397639,-0.0488849
baseline,18,1,1,4,-0.349873,-0.555873,0.806017,,0.0635418,0.0830505,0.146592,0.260549,0.254131,0.25937,0.0864104,0.0853575,0.397639,-0.0455837
baseline,18,1,1,5,-0.423467,-0.517413,0.802642,,0.0756246,0.0756764,0.151301,0.260549,0.255926,0.25937,0.0864104,0.0885051,0.397639,-0.0448441
baseline,18,1,1,6,-0.476293,-0.536644,0.797553,,0.0887046,0.0821178,0.170822,0.260549,0.244103,0.25937,0.0864104,0.0842844,0.397639,-0.0595971
baseline,18,1,1,7,-0.495794,-0.480135,0.770682,,0.0899801,0.0715617,0.161542,0.260549,0.259844,0.25937,0.0864104,0.0928892,0.397639,-0.0407975
baseline,18,1,1,8,-0.589587,-0.710899,0.818688,,0.102041,0.100719,0.20276,0.260549,0.247459,0.25937,0.0864104,0.107421,0.397639,-0.0666471
baseline,18,1,1,9,-0.513009,-0.7205,0.803338,,0.0924677,0.108198,0.200666,0.260549,0.255225,0.25937,0.0864104,0.112092,0.397639,-0.0560008
baseline,18,1,1,10,-0.398166,-0.959525,0.81987,,0.0690732,0.141856,0.210929,0.260549,0.25721,0.25937,0.0864104,0.121891,0.397639,-0.0561038
baseline,18,1,3,1,-0.43203,-0.573485,0.659302,,0.102726,0.114162,0.216887,0.260549,0.233092,0.25937,0.0864104,0.092404,0.397639,-0.0782721
baseline,18,1,3,2,-0.417707,-0.530342,0.993688,,0.105583,0.112272,0.217854,0.260549,0.226342,0.25937,0.0864104,0.0840599,0.397639,-0.0837166
baseline,18,1,3,3,-0.438594,-0.452333,0.914301,,0.113368,0.0972556,0.210624,0.260549,0.226497,0.25937,0.0864104,0.0786842,0.397639,-0.0810374
baseline,18,1,3,4,-0.43604,-0.450713,0.835454,,0.0950144,0.0810111,0.176026,0.260549,0.243459,0.25937,0.0864104,0.083235,0.397639,-0.0598688
baseline,18,1,3,5,-0.418111,-0.460401,0.799277,,0.0838317,0.0761103,0.159942,0.260549,0.250561,0.25937,0.0864104,0.0842962,0.397639,-0.0504894
baseline,18,1,3,6,-0.394144,-0.563378,0.787633,,0.0741068,0.0876259,0.161733,0.260549,0.250775,0.25937,0.0864104,0.0880116,0.397639,-0.0513971
baseline,18,1,3,7,-0.449157,-0.529481,0.779985,,0.0835395,0.0811493,0.164689,0.260549,0.253331,0.25937,0.0864104,0.0902545,0.397639,-0.0488536
baseline,18,1,3,8,-0.505501,-0.586355,0.78408,,0.0924908,0.0882331,0.180724,0.260549,0.250863,0.25937,0.0864104,0.096296,0.397639,-0.0554657
baseline,18,1,3,9,-0.520517,-0.644311,0.784132,,0.0935283,0.0956294,0.189158,0.260549,0.255114,0.25937,0.0864104,0.105325,0.397639,-0.0534209
baseline,18,1,3,10,-0.484799,-0.809629,0.798799,,0.0852734,0.119049,0.204322,0.260549,0.255031,0.25937,0.0864104,0.115175,0.397639,-0.0575329
baseline,18,1,5,1,-0.43203,-0.573485,0.659302,,0.102726,0.114162,0.216887,0.260549,0.233092,0.25937,0.0864104,0.092404,0.397639,-0.0782721
baseline,18,1,5,2,-0.427045,-0.552324,1.01597,,0.107561,0.11656,0.224121,0.260549,0.225133,0.25937,0.0864104,0.0863692,0.397639,-0.0866915
baseline,18,1,5,3,-0.430029,-0.494833,0.955731,,0.11509,0.110675,0.225765,0.260549,0.218146,0.25937,0.0864104,0.0779757,0.397639,-0.0928753
baseline,18,1,5,4,-0.393589,-0.477869,0.896541,,0.108795,0.110781,0.219575,0.260549,0.215468,0.25937,0.0864104,0.0716901,0.397639,-0.0933198
baseline,18,1,5,5,-0.388038,-0.479206,0.854591,,0.10411,0.107814,0.211924,0.260549,0.220704,0.25937,0.0864104,0.073744,0.397639,-0.0865707
