setting,seed,p,K,t,camera_coef,license_coef,loss_ratio,nonadopter_rate_change,noncausal_camera_coverage,noncausal_license_compliance,noncausal_share,promised,realized,true_cut,share_proxy_heavy,gap_proxy_heavy,share_causal_only,gap_causal_only
baseline,1,0,3,8,-0.629339,-0.496878,0.755394,-0.0174413,0.142313,0.0948891,0.237202,,,,,,,
baseline,1,0,3,9,-0.643372,-0.530164,0.757534,-0.015618,0.160518,0.111833,0.272351,,,,,,,
baseline,1,0,3,10,-0.632747,-0.508282,0.753718,-0.00944008,0.163472,0.111049,0.274522,,,,,,,
baseline,1,0,5,1,-0.646624,-0.37397,0.750236,0,0.163818,0.0787833,0.242601,,,,,,,
baseline,1,0,5,2,-0.617098,-0.394336,0.746731,0.00439595,0.152444,0.0815051,0.233949,,,,,,,
baseline,1,0,5,3,-0.589209,-0.419982,0.746105,0.00457602,0.142951,0.0857258,0.228677,,,,,,,
baseline,1,0,5,4,-0.555753,-0.441386,0.744078,0.00353057,0.132227,0.0889105,0.221137,,,,,,,
baseline,1,0,5,5,-0.526115,-0.438744,0.74545,-0.00115506,0.120062,0.0850493,0.205111,,,,,,,
baseline,1,0,5,6,-0.536744,-0.454351,0.744091,-0.00340822,0.117778,0.0847414,0.20252,,,,,,,
baseline,1,0,5,7,-0.560951,-0.479656,0.744626,-0.00631177,0.123262,0.0895501,0.212812,,,,,,,
baseline,1,0,5,8,-0.590184,-0.497867,0.748677,-0.0107285,0.131747,0.0942675,0.226014,,,,,,,
baseline,1,0,5,9,-0.627189,-0.492774,0.753419,-0.015427,0.144255,0.0957288,0.239984,,,,,,,
baseline,1,0,5,10,-0.631419,-0.48852,0.750533,-0.00995827,0.151186,0.098759,0.249945,,,,,,,
baseline,1,0.1,1,1,-0.646624,-0.37397,0.747896,0,0.163818,0.0787833,0.242601,0.250928,0.226068,0.248472,0.199531,0.0792599,0.255869,-0.0921957
baseline,1,0.1,1,2,-0.494483,-0.477908,0.756544,-0.0108558,0.116917,0.0966438,0.213561,0.250928,0.236104,0.248472,0.199531,0.0744774,0.255869,-0.0610087
baseline,1,0.1,1,3,-0.425181,-0.492308,0.762182,-0.0216485,0.101878,0.10182,0.203698,0.250928,0.238619,0.248472,0.199531,0.0752811,0.255869,-0.0573692
baseline,1,0.1,1,4,-0.482368,-0.509283,0.741671,-0.00575041,0.118815,0.107759,0.226574,0.250928,0.231134,0.248472,0.199531,0.0757546,0.255869,-0.0698844
baseline,1,0.1,1,5,-0.501191,-0.500639,0.760965,-0.0327717,0.113124,0.0968874,0.210012,0.250928,0.242294,0.248472,0.199531,0.080565,0.255869,-0.053227
baseline,1,0.1,1,6,-0.592257,-0.374582,0.761582,-0.0387611,0.12822,0.0681401,0.19636,0.250928,0.248664,0.248472,0.199531,0.0728938,0.255869,-0.0373914
baseline,1,0.1,1,7,-0.520926,-0.512686,0.750725,-0.0186342,0.128078,0.108005,0.236084,0.250928,0.221745,0.248472,0.199531,0.0702859,0.255869,-0.0797009
baseline,1,0.1,1,8,-0.496774,-0.560149,0.778402,-0.0407297,0.135362,0.131713,0.267074,0.250928,0.204527,0.248472,0.199531,0.0678458,0.255869,-0.107258
baseline,1,0.1,1,9,-0.584321,-0.466269,0.763436,-0.0316203,0.16385,0.110749,0.274599,0.250928,0.200337,0.248472,0.199531,0.058655,0.255869,-0.108397
baseline,1,0.1,1,10,-0.451416,-0.445912,0.743992,-0.00617153,0.127889,0.108572,0.236462,0.250928,0.204591,0.248472,0.199531,0.0485448,0.255869,-0.0909165
baseline,1,0.1,3,1,-0.646624,-0.37397,0.747896,0,0.163818,0.0787833,0.242601,0.250928,0.226068,0.248472,0.199531,0.0792599,0.255869,-0.0921957
baseline,1,0.1,3,2,-0.576684,-0.399058,0.768678,-0.028028,0.142979,0.0833762,0.226355,0.250928,0.230013,0.248472,0.199531,0.0747281,0.255869,-0.0778668
baseline,1,0.1,3,3,-0.478947,-0.398323,0.767622,-0.0265671,0.116002,0.0821787,0.198181,0.250928,0.235426,0.248472,0.199531,0.0677586,0.255869,-0.0601102
baseline,1,0.1,3,4,-0.439784,-0.463946,0.753727,-0.0133577,0.106137,0.096236,0.202373,0.250928,0.235591,0.248472,0.199531,0.0692184,0.255869,-0.057338
baseline,1,0.1,3,5,-0.455746,-0.476603,0.752502,-0.0170766,0.1087,0.0976717,0.206371,0.250928,0.237377,0.248472,0.199531,0.0731529,0.255869,-0.0569098
baseline,1,0.1,3,6,-0.514434,-0.4437,0.751022,-0.0210332,0.118871,0.0874235,0.206295,0.250928,0.240105,0.248472,0.199531,0.0731874,0.255869,-0.0519737
baseline,1,0.1,3,7,-0.529698,-0.45752,0.752535,-0.0228701,0.122428,0.0901465,0.212574,0.250928,0.236212,0.248472,0.199531,0.0727465,0.255869,-0.0574986
baseline,1,0.1,3,8,-0.528144,-0.482947,0.757844,-0.0248588,0.129214,0.100898,0.230112,0.250928,0.224018,0.248472,0.199531,0.0693242,0.255869,-0.0754472
baseline,1,0.1,3,9,-0.528835,-0.510463,0.757806,-0.0219382,0.141692,0.11707,0.258762,0.250928,0.207851,0.248472,0.199531,0.0643189,0.255869,-0.0991498
baseline,1,0.1,3,10,-0.506855,-0.483354,0.754928,-0.0167693,0.141893,0.115848,0.257741,0.250928,0.203322,0.248472,0.199531,0.0573565,0.255869,-0.100845
baseline,1,0.1,5,1,-0.646624,-0.37397,0.747896,0,0.163818,0.0787833,0.242601,0.250928,0.226068,0.248472,0.199531,0.0792599,0.255869,-0.0921957
baseline,1,0.1,5,2,-0.604768,-0.40269,0.767107,-0.0249613,0.151008,0.0843241,0.235332,0.250928,0.228197,0.248472,0.199531,0.078011,0.255869,-0.0848136
baseline,1,0.1,5,3,-0.562775,-0.425734,0.764332,-0.0219238,0.1394,0.0891065,0.228507,0.250928,0.230251,0.248472,0.199531,0.0772304,0.255869,-0.0787366
baseline,1,0.1,5,4,-0.520341,-0.4433,0.75916,-0.0187223,0.128506,0.0930978,0.221604,0.250928,0.231405,0.248472,0.199531,0.0742695,0.255869,-0.072054
baseline,1,0.1,5,5,-0.477959,-0.439005,0.757733,-0.0191996,0.114984,0.0902153,0.205199,0.250928,0.235578,0.248472,0.199531,0.0709795,0.255869,-0.060395
baseline,1,0.1,5,6,-0.476496,-0.452042,0.753302,-0.0172577,0.111724,0.0907089,0.202432,0.250928,0.23906,0.248472,0.199531,0.0713458,0.255869,-0.0525549
baseline,1,0.1,5,7,-0.490452,-0.468431,0.750601,-0.016628,0.1162,0.0950054,0.211206,0.250928,0.235704,0.248472,0.199531,0.072254,0.255869,-0.0584597
baseline,1,0.1,5,8,-0.507998,-0.485246,0.75272,-0.0192944,0.122897,0.100532,0.223429,0.250928,0.228947,0.248472,0.199531,0.0715951,0.255869,-0.0689303
baseline,1,0.1,5,9,-0.530214,-0.478086,0.75613,-0.0231293,0.131311,0.101065,0.232376,0.250928,0.222721,0.248472,0.199531,0.0683403,0.255869,-0.0770267
baseline,1,0.1,5,10,-0.520298,-0.469344,0.752339,-0.0170623,0.134863,0.103884,0.238747,0.250928,0.215549,0.248472,0.199531,0.0625028,0.255869,-0.0842028
baseline,1,0.25,1,1,-0.646624,-0.37397,0.73951,0,0.163818,0.0787833,0.242601,0.25075,0.223641,0.249195,0.184109,0.0755386,0.233527,-0.0957639
baseline,1,0.25,1,2,-0.41832,-0.516686,0.780823,-0.0529901,0.0995657,0.10632,0.205886,0.25075,0.232669,0.249195,0.184109,0.0683423,0.233527,-0.0651528
baseline,1,0.25,1,3,-0.359519,-0.490009,0.781269,-0.0577305,0.0877922,0.103918,0.19171,0.25075,0.235344,0.249195,0.184109,0.0655382,0.233527,-0.0582068
baseline,1,0.25,1,4,-0.344844,-0.548566,0.750984,-0.0330839,0.0906891,0.12582,0.216509,0.25075,0.218682,0.249195,0.184109,0.0577833,0.233527,-0.0781928
baseline,1,0.25,1,5,-0.416813,-0.503042,0.763262,-0.047897,0.101987,0.106603,0.20859,0.25075,0.229483,0.249195,0.184109,0.0634998,0.233527,-0.0650634
baseline,1,0.25,1,6,-0.445028,-0.390137,0.759318,-0.0460479,0.101239,0.0759735,0.177212,0.25075,0.238178,0.249195,0.184109,0.0537718,0.233527,-0.0433149
baseline,1,0.25,1,7,-0.358297,-0.521043,0.74902,-0.0305721,0.0909541,0.115338,0.206292,0.25075,0.215776,0.249195,0.184109,0.0516278,0.233527,-0.0778165
baseline,1,0.25,1,8,-0.384371,-0.594613,0.778511,-0.0554235,0.103525,0.140219,0.243744,0.25075,0.202924,0.249195,0.184109,0.0573944,0.233527,-0.104968
baseline,1,0.25,1,9,-0.485299,-0.49078,0.761321,-0.0436287,0.136078,0.118109,0.254187,0.25075,0.197624,0.249195,0.184109,0.0468887,0.233527,-0.107353
baseline,1,0.25,1,10,-0.297002,-0.541039,0.740698,-0.016614,0.0864801,0.138107,0.224587,0.25075,0.196881,0.249195,0.184109,0.0359654,0.233527,-0.095298
baseline,1,0.25,3,1,-0.646624,-0.37397,0.73951,0,0.163818,0.0787833,0.242601,0.25075,0.223641,0.249195,0.184109,0.0755386,0.233527,-0.0957639
baseline,1,0.25,3,2,-0.548241,-0.409478,0.799927,-0.0767966,0.137165,0.0866855,0.22385,0.25075,0.226703,0.249195,0.184109,0.069646,0.233527,-0.0823752
baseline,1,0.25,3,3,-0.423943,-0.405526,0.79231,-0.0680965,0.104557,0.0856663,0.190223,0.25075,0.231176,0.249195,0.184109,0.0600391,0.233527,-0.0643033
baseline,1,0.25,3,4,-0.341325,-0.483429,0.769269,-0.0463047,0.0854403,0.105125,0.190566,0.25075,0.228166,0.249195,0.184109,0.0565697,0.233527,-0.0625935
baseline,1,0.25,3,5,-0.356177,-0.484321,0.760976,-0.0412984,0.0901419,0.106412,0.196554,0.25075,0.226915,0.249195,0.184109,0.0568572,0.233527,-0.0645732
baseline,1,0.25,3,6,-0.389102,-0.459359,0.75277,-0.0360086,0.0962712,0.0983979,0.194669,0.25075,0.227341,0.249195,0.184109,0.0538319,0.233527,-0.0612536
baseline,1,0.25,3,7,-0.399849,-0.46273,0.751153,-0.0335775,0.0977661,0.0978649,0.195631,0.25075,0.226015,0.249195,0.184109,0.0538273,0.233527,-0.0632697
baseline,1,0.25,3,8,-0.391187,-0.500382,0.755795,-0.0355885,0.0981321,0.108988,0.20712,0.25075,0.217899,0.249195,0.184109,0.0532492,0.233527,-0.0762887
baseline,1,0.25,3,9,-0.408904,-0.530228,0.755836,-0.0342585,0.110059,0.123971,0.23403,0.25075,0.204778,0.249195,0.184109,0.0510163,0.233527,-0.0970874
baseline,1,0.25,3,10,-0.387368,-0.53697,0.752014,-0.0278862,0.108864,0.131354,0.240217,0.25075,0.199574,0.249195,0.184109,0.046184,0.233527,-0.101135
baseline,1,0.25,5,1,-0.646624,-0.37397,0.73951,0,0.163818,0.0787833,0.242601,0.25075,0.223641,0.249195,0.184109,0.0755386,0.233527,-0.0957639
baseline,1,0.25,5,2,-0.583046,-0.410492,0.799655,-0.075665,0.146714,0.0869316,0.233646,0.25075,0.224826,0.249195,0.184109,0.0730563,0.233527,-0.0892669
baseline,1,0.25,5,3,-0.527487,-0.431016,0.792495,-0.0682266,0.132645,0.0920062,0.224651,0.25075,0.226193,0.249195,0.184109,0.0706148,0.233527,-0.0832576
baseline,1,0.25,5,4,-0.456007,-0.453875,0.781133,-0.0588116,0.116322,0.0992491,0.215571,0.25075,0.224895,0.249195,0.184109,0.0643791,0.233527,-0.0782412
baseline,1,0.25,5,5,-0.395763,-0.447909,0.772952,-0.051171,0.0998198,0.0974911,0.197311,0.25075,0.22684,0.249195,0.184109,0.0580044,0.233527,-0.0679753
baseline,1,0.25,5,6,-0.368449,-0.465007,0.761367,-0.0404278,0.0911,0.0996462,0.190746,0.25075,0.229047,0.249195,0.184109,0.0554501,0.233527,-0.0600651
baseline,1,0.25,5,7,-0.368666,-0.475793,0.754161,-0.0345667,0.0923048,0.103419,0.195723,0.25075,0.225469,0.249195,0.184109,0.0541361,0.233527,-0.0646265
baseline,1,0.25,5,8,-0.379979,-0.501601,0.752869,-0.0332095,0.0964486,0.110663,0.207112,0.25075,0.219579,0.249195,0.184109,0.0540057,0.233527,-0.0740598
baseline,1,0.25,5,9,-0.41295,-0.492286,0.754356,-0.0344105,0.105623,0.10902,0.214642,0.25075,0.215827,0.249195,0.184109,0.0527804,0.233527,-0.0798378
baseline,1,0.25,5,10,-0.388847,-0.505947,0.749483,-0.0273088,0.102877,0.116249,0.219126,0.25075,0.209815,0.249195,0.184109,0.0482241,0.233527,-0.0856086
baseline,1,0.5,1,1,-0.646624,-0.37397,0.730205,0,0.163818,0.0787833,0.242601,0.249546,0.225184,0.252267,0.167894,0.0772727,0.26215,-0.0983729
baseline,1,0.5,1,2,-0.312993,-0.487394,0.842769,-0.139183,0.0774988,0.105118,0.182617,0.249546,0.228075,0.252267,0.167894,0.0572502,0.26215,-0.0696135
baseline,1,0.5,1,3,-0.26793,-0.454034,0.818822,-0.117571,0.0677239,0.100222,0.167946,0.249546,0.231066,0.252267,0.167894,0.0533826,0.26215,-0.062174
baseline,1,0.5,1,4,-0.298423,-0.518858,0.771128,-0.077085,0.0765554,0.116395,0.19295,0.249546,0.22305,0.252267,0.167894,0.0522638,0.26215,-0.0721982
baseline,1,0.5,1,5,-0.288611,-0.511701,0.779665,-0.0856703,0.0693125,0.107909,0.177222,0.249546,0.230847,0.252267,0.167894,0.0524366,0.26215,-0.0586576
baseline,1,0.5,1,6,-0.30553,-0.371094,0.769653,-0.0730549,0.0699658,0.0737423,0.143708,0.249546,0.23872,0.252267,0.167894,0.0393091,0.26215,-0.0379826
baseline,1,0.5,1,7,-0.309313,-0.401338,0.756343,-0.0586996,0.0795812,0.0897853,0.169366,0.249546,0.218192,0.252267,0.167894,0.0335508,0.26215,-0.0673879
baseline,1,0.5,1,8,-0.231931,-0.598141,0.776296,-0.0759737,0.0625729,0.142964,0.205537,0.249546,0.201673,0.252267,0.167894,0.039663,0.26215,-0.0934828
baseline,1,0.5,1,9,-0.307124,-0.558218,0.756306,-0.0587409,0.0817223,0.130071,0.211793,0.249546,0.201256,0.252267,0.167894,0.0351003,0.26215,-0.0916522
baseline,1,0.5,1,10,-0.236817,-0.503477,0.730247,-0.026534,0.0654065,0.122161,0.187567,0.249546,0.20112,0.252267,0.167894,0.0231149,0.26215,-0.0833793
baseline,1,0.5,3,1,-0.646624,-0.37397,0.730205,0,0.163818,0.0787833,0.242601,0.249546,0.225184,0.252267,0.167894,0.0772727,0.26215,-0.0983729
baseline,1,0.5,3,2,-0.515474,-0.397209,0.871833,-0.166225,0.132769,0.0867998,0.219569,0.249546,0.224547,0.252267,0.167894,0.0661905,0.26215,-0.0881808
baseline,1,0.5,3,3,-0.356104,-0.376135,0.846913,-0.143778,0.0919778,0.0836739,0.175652,0.249546,0.226384,0.252267,0.167894,0.0503624,0.26215,-0.0709226
baseline,1,0.5,3,4,-0.259946,-0.448647,0.80433,-0.106177,0.0670827,0.101002,0.168085,0.249546,0.225135,0.252267,0.167894,0.0454822,0.26215,-0.0652972
baseline,1,0.5,3,5,-0.265734,-0.469115,0.78256,-0.0864958,0.0674633,0.104263,0.171727,0.249546,0.226695,0.252267,0.167894,0.0468836,0.26215,-0.0628322
baseline,1,0.5,3,6,-0.285708,-0.44932,0.766602,-0.07132,0.0698414,0.0960376,0.165879,0.249546,0.229607,0.252267,0.167894,0.0438039,0.26215,-0.0553333
baseline,1,0.5,3,7,-0.292505,-0.41566,0.761346,-0.0645929,0.0714373,0.0884654,0.159903,0.249546,0.228042,0.252267,0.167894,0.0388202,0.26215,-0.0545171
baseline,1,0.5,3,8,-0.274448,-0.447049,0.760436,-0.0607879,0.0690135,0.098299,0.167313,0.249546,0.219677,0.252267,0.167894,0.0357718,0.26215,-0.0647702
baseline,1,0.5,3,9,-0.280684,-0.507788,0.756505,-0.0561326,0.0743369,0.117879,0.192216,0.249546,0.207546,0.252267,0.167894,0.0349996,0.26215,-0.0826689
baseline,1,0.5,3,10,-0.260138,-0.539018,0.74709,-0.0439614,0.0705983,0.128523,0.199122,0.249546,0.202346,0.252267,0.167894,0.031965,0.26215,-0.0875873
baseline,1,0.5,5,1,-0.646624,-0.37397,0.730205,0,0.163818,0.0787833,0.242601,0.249546,0.225184,0.252267,0.167894,0.0772727,0.26215,-0.0983729
baseline,1,0.5,5,2,-0.558741,-0.4015,0.874769,-0.168018,0.143897,0.0872673,0.231164,0.249546,0.223477,0.252267,0.167894,0.070922,0.26215,-0.0943523
baseline,1,0.5,5,3,-0.485899,-0.415772,0.855302,-0.151689,0.127012,0.0925971,0.219609,0.249546,0.22263,0.252267,0.167894,0.0653668,0.26215,-0.0899668
baseline,1,0.5,5,4,-0.402918,-0.43397,0.830006,-0.131295,0.106729,0.0990478,0.205777,0.249546,0.221158,0.252267,0.167894,0.056983,0.26215,-0.0838596
baseline,1,0.5,5,5,-0.312596,-0.428153,0.809526,-0.112393,0.0813735,0.0967848,0.178158,0.249546,0.223533,0.252267,0.167894,0.047425,0.26215,-0.0707745
baseline,1,0.5,5,6,-0.259708,-0.441396,0.785731,-0.0890266,0.065478,0.0974215,0.1629,0.249546,0.22694,0.252267,0.167894,0.0426265,0.26215,-0.059528
baseline,1,0.5,5,7,-0.27108,-0.4345,0.769361,-0.0726725,0.0683776,0.0958787,0.164256,0.249546,0.225784,0.252267,0.167894,0.0405849,0.26215,-0.0597404
baseline,1,0.5,5,8,-0.273308,-0.466596,0.761319,-0.0636907,0.0690726,0.103346,0.172419,0.249546,0.221303,0.252267,0.167894,0.0398311,0.26215,-0.0652115
baseline,1,0.5,5,9,-0.278425,-0.47653,0.758633,-0.0596769,0.0704594,0.1056,0.176059,0.249546,0.217801,0.252267,0.167894,0.0375537,0.26215,-0.0685291
baseline,1,0.5,5,10,-0.270546,-0.476621,0.749258,-0.0477888,0.0703433,0.108472,0.178815,0.249546,0.212384,0.252267,0.167894,0.0325325,0.26215,-0.0732754
baseline,1,1,1,1,-0.646624,-0.37397,0.688527,,0.163818,0.0787833,0.242601,0.25018,0.225876,0.253258,0.162943,0.0795261,0.262114,-0.0982125
baseline,1,1,1,2,-0.286971,-0.381837,1.02406,,0.0614732,0.0708199,0.132293,0.25018,0.245472,0.253258,0.162943,0.0587296,0.262114,-0.0437969
baseline,1,1,1,3,-0.370422,-0.363868,0.947456,,0.0564498,0.0470193,0.103469,0.25018,0.272394,0.253258,0.162943,0.0840079,0.262114,-0.0238499
baseline,1,1,1,4,-0.740814,-0.425836,0.855039,,0.115357,0.054897,0.170254,0.25018,0.274208,0.253258,0.162943,0.106449,0.262114,-0.0371568
baseline,1,1,1,5,-0.680295,-0.544016,0.829409,,0.0900582,0.0603515,0.15041,0.25018,0.287413,0.253258,0.162943,0.116393,0.262114,-0.0194977
baseline,1,1,1,6,-0.649668,-0.444798,0.793798,,0.0928238,0.0534642,0.146288,0.25018,0.289278,0.253258,0.162943,0.10402,0.262114,-0.00552637
baseline,1,1,1,7,-0.764764,-0.328888,0.768003,,0.114242,0.04058,0.154822,0.25018,0.27809,0.253258,0.162943,0.0989665,0.262114,-0.0253016
baseline,1,1,1,8,-0.772276,-0.614559,0.785718,,0.103048,0.0687308,0.171778,0.25018,0.263853,0.253258,0.162943,0.108595,0.262114,-0.0532084
baseline,1,1,1,9,-0.509471,-0.516736,0.756872,,0.0718555,0.0620128,0.133868,0.25018,0.260641,0.253258,0.162943,0.0863301,0.262114,-0.0401326
baseline,1,1,1,10,-0.547475,-0.480759,0.737796,,0.0828445,0.061533,0.144377,0.25018,0.260464,0.253258,0.162943,0.0897881,0.262114,-0.0443926
baseline,1,1,3,1,-0.646624,-0.37397,0.688527,,0.163818,0.0787833,0.242601,0.25018,0.225876,0.253258,0.162943,0.0795261,0.262114,-0.0982125
baseline,1,1,3,2,-0.498232,-0.372326,1.10493,,0.130429,0.0827797,0.213208,0.25018,0.223726,0.253258,0.162943,0.0636546,0.262114,-0.08689
baseline,1,1,3,3,-0.298871,-0.319144,1.01006,,0.0784391,0.0722133,0.150652,0.25018,0.224909,0.253258,0.162943,0.0388803,0.262114,-0.0641518
baseline,1,1,3,4,-0.395331,-0.363949,0.908885,,0.0802607,0.0632622,0.143523,0.25018,0.254426,0.253258,0.162943,0.0700889,0.262114,-0.0389663
baseline,1,1,3,5,-0.558726,-0.42526,0.852868,,0.0906992,0.0579879,0.148687,0.25018,0.272625,0.253258,0.162943,0.0966928,0.262114,-0.030291
baseline,1,1,3,6,-0.678192,-0.45165,0.808681,,0.104347,0.0580005,0.162348,0.25018,0.2797,0.253258,0.162943,0.105439,0.262114,-0.0240749
baseline,1,1,3,7,-0.690739,-0.419813,0.783104,,0.102946,0.0522041,0.15515,0.25018,0.281875,0.253258,0.162943,0.103566,0.262114,-0.0194918
baseline,1,1,3,8,-0.728282,-0.451273,0.770745,,0.107196,0.0553247,0.162521,0.25018,0.275839,0.253258,0.162943,0.103756,0.262114,-0.02962
baseline,1,1,3,9,-0.697782,-0.482427,0.759697,,0.101831,0.0589198,0.160751,0.25018,0.266739,0.253258,0.162943,0.0990668,0.262114,-0.0412017
baseline,1,1,3,10,-0.623858,-0.540301,0.749275,,0.0918634,0.0671219,0.158985,0.25018,0.260451,0.253258,0.162943,0.0960187,0.262114,-0.0480614
baseline,1,1,5,1,-0.646624,-0.37397,0.688527,,0.163818,0.0787833,0.242601,0.25018,0.225876,0.253258,0.162943,0.0795261,0.262114,-0.0982125
baseline,1,1,5,2,-0.543371,-0.383716,1.12579,,0.142155,0.0848315,0.226986,0.25018,0.222642,0.253258,0.162943,0.069415,0.262114,-0.0937641
baseline,1,1,5,3,-0.455906,-0.388963,1.05334,,0.121998,0.088832,0.21083,0.25018,0.220402,0.253258,0.162943,0.0603593,0.262114,-0.0888731
baseline,1,1,5,4,-0.373137,-0.394434,0.9758,,0.101003,0.0920396,0.193043,0.25018,0.219349,0.253258,0.162943,0.0490255,0.262114,-0.0795708
baseline,1,1,5,5,-0.272545,-0.382999,0.914426,,0.070871,0.0866993,0.15757,0.25018,0.224214,0.253258,0.162943,0.037305,0.262114,-0.0601268
baseline,1,1,5,6,-0.376159,-0.408422,0.852302,,0.0753669,0.070659,0.146026,0.25018,0.256197,0.253258,0.162943,0.0689243,0.262114,-0.0323403
baseline,1,1,5,7,-0.53428,-0.404023,0.81212,,0.0918642,0.0588285,0.150693,0.25018,0.270095,0.253258,0.162943,0.0886538,0.262114,-0.0266631
baseline,1,1,5,8,-0.659262,-0.457653,0.786822,,0.104144,0.0605975,0.164741,0.25018,0.272833,0.253258,0.162943,0.100452,0.262114,-0.0312627
baseline,1,1,5,9,-0.6426,-0.479935,0.770882,,0.0965748,0.0606224,0.157197,0.25018,0.272198,0.253258,0.162943,0.0993861,0.262114,-0.0310417
baseline,1,1,5,10,-0.633597,-0.473552,0.75501,,0.0958463,0.0602382,0.156085,0.25018,0.267954,0.253258,0.162943,0.0958895,0.262114,-0.0357252
baseline,2,0,1,1,-0.493846,-0.753914,0.731479,0,0.112291,0.145651,0.257942,,,,,,,
baseline,2,0,1,2,-0.602963,-0.584287,0.728007,0.0113291,0.151184,0.121264,0.272449,,,,,,,
baseline,2,0,1,3,-0.572024,-0.592486,0.744777,-0.00903678,0.1321,0.113579,0.245679,,,,,,,
baseline,2,0,1,4,-0.541541,-0.545175,0.761746,-0.0276325,0.125316,0.104743,0.230059,,,,,,,
baseline,2,0,1,5,-0.632355,-0.583534,0.760713,-0.0328895,0.147596,0.112464,0.26006,,,,,,,
baseline,2,0,1,6,-0.559015,-0.479307,0.74406,-0.0199622,0.123559,0.0873981,0.210957,,,,,,,
baseline,2,0,1,7,-0.640152,-0.451275,0.747246,-0.015544,0.146138,0.0835758,0.229714,,,,,,,
baseline,2,0,1,8,-0.624661,-0.471293,0.73535,0.00688073,0.144865,0.0888143,0.233679,,,,,,,
baseline,2,0,1,9,-0.689262,-0.51315,0.726864,0.0272326,0.179186,0.108267,0.287453,,,,,,,
baseline,2,0,1,10,-0.73735,-0.57127,0.74762,-0.00681997,0.191309,0.120036,0.311345,,,,,,,
baseline,2,0,3,1,-0.493846,-0.753914,0.731479,0,0.112291,0.145651,0.257942,,,,,,,
baseline,2,0,3,2,-0.543427,-0.719344,0.732918,0.000752043,0.129406,0.144438,0.273844,,,,,,,
baseline,2,0,3,3,-0.548786,-0.695526,0.73413,-0.000640374,0.129758,0.138186,0.267944,,,,,,,
baseline,2,0,3,4,-0.569655,-0.605027,0.742991,-0.00756005,0.136273,0.120411,0.256684,,,,,,,
baseline,2,0,3,5,-0.581073,-0.597803,0.753065,-0.0205521,0.135645,0.115904,0.251549,,,,,,,
baseline,2,0,3,6,-0.576174,-0.556122,0.75186,-0.0229554,0.132439,0.10595,0.238388,,,,,,,
baseline,2,0,3,7,-0.608294,-0.521798,0.746535,-0.0180884,0.138795,0.0979284,0.236723,,,,,,,
baseline,2,0,3,8,-0.606898,-0.477314,0.738612,-0.00517087,0.137846,0.088518,0.226364,,,,,,,
baseline,2,0,3,9,-0.64964,-0.485594,0.73325,0.0108203,0.156377,0.0950255,0.251402,,,,,,,
baseline,2,0,3,10,-0.679968,-0.521751,0.73325,0.0148466,0.171518,0.106917,0.278434,,,,,,,
baseline,2,0,5,1,-0.493846,-0.753914,0.731479,0,0.112291,0.145651,0.257942,,,,,,,
baseline,2,0,5,2,-0.523713,-0.710735,0.73021,0.00361213,0.122211,0.14003,0.262241,,,,,,,
baseline,2,0,5,3,-0.538143,-0.68148,0.732317,0.0025606,0.126049,0.134192,0.260241,,,,,,,
baseline,2,0,5,4,-0.552481,-0.655197,0.739568,-0.00462219,0.131023,0.130122,0.261145,,,,,,,
baseline,2,0,5,5,-0.566477,-0.641402,0.743162,-0.00998392,0.133764,0.126479,0.260243,,,,,,,
baseline,2,0,5,6,-0.581961,-0.577268,0.744522,-0.0120102,0.136708,0.112456,0.249164,,,,,,,
baseline,2,0,5,7,-0.588432,-0.546238,0.74783,-0.0164014,0.135623,0.104021,0.239643,,,,,,,
baseline,2,0,5,8,-0.599701,-0.517778,0.745699,-0.0125611,0.138391,0.0982365,0.236627,,,,,,,
baseline,2,0,5,9,-0.631043,-0.509185,0.738511,-0.000817763,0.148832,0.0982032,0.247035,,,,,,,
baseline,2,0,5,10,-0.649542,-0.503623,0.735746,0.00505384,0.156079,0.0985808,0.25466,,,,,,,
baseline,2,0.1,1,1,-0.493846,-0.753914,0.728608,0,0.112291,0.145651,0.257942,0.264638,0.233811,0.250511,0.111111,0.0696743,0.380556,-0.0716771
baseline,2,0.1,1,2,-0.562558,-0.541454,0.740999,-0.0124042,0.141279,0.112807,0.254087,0.264638,0.211727,0.250511,0.111111,0.0563312,0.380556,-0.0891642
baseline,2,0.1,1,3,-0.580761,-0.491057,0.751503,-0.0224414,0.13984,0.0972895,0.23713,0.264638,0.218223,0.250511,0.111111,0.0564285,0.380556,-0.0790235
baseline,2,0.1,1,4,-0.591921,-0.421149,0.766426,-0.0368967,0.147045,0.0857161,0.232761,0.264638,0.216062,0.250511,0.111111,0.0559533,0.380556,-0.0807684
baseline,2,0.1,1,5,-0.66297,-0.507433,0.764186,-0.040373,0.160177,0.100472,0.260649,0.264638,0.225269,0.250511,0.111111,0.067248,0.380556,-0.0737744
baseline,2,0.1,1,6,-0.59687,-0.395457,0.745118,-0.0256706,0.136172,0.0736504,0.209823,0.264638,0.239031,0.250511,0.111111,0.0581867,0.380556,-0.0490887
