bin,promised,realized,true_cut,t,setting,seed,p,K
2,0.251117,0.237122,0.279142,1,camera=0.1,13,1,3
3,0.2943,0.270143,0.33783,1,camera=0.1,13,1,3
4,0.345053,0.289136,0.39485,1,camera=0.1,13,1,3
0,0.117682,0.148464,0.139524,10,camera=0.1,13,1,3
1,0.199064,0.236132,0.224182,10,camera=0.1,13,1,3
2,0.251117,0.312072,0.279142,10,camera=0.1,13,1,3
3,0.2943,0.360601,0.33783,10,camera=0.1,13,1,3
4,0.345053,0.375622,0.39485,10,camera=0.1,13,1,3
0,0.0960845,0.0740462,0.15418,1,camera=0.1,14,0.1,3
1,0.18652,0.153859,0.198785,1,camera=0.1,14,0.1,3
2,0.258865,0.231684,0.255415,1,camera=0.1,14,0.1,3
3,0.307499,0.277987,0.31106,1,camera=0.1,14,0.1,3
4,0.369525,0.31064,0.36597,1,camera=0.1,14,0.1,3
0,0.0960845,0.144955,0.15418,10,camera=0.1,14,0.1,3
1,0.18652,0.199571,0.198785,10,camera=0.1,14,0.1,3
2,0.258865,0.242782,0.255415,10,camera=0.1,14,0.1,3
3,0.307499,0.277388,0.31106,10,camera=0.1,14,0.1,3
4,0.369525,0.299326,0.36597,10,camera=0.1,14,0.1,3
0,0.0983886,0.0757035,0.148792,1,camera=0.1,14,0.25,3
1,0.188967,0.155936,0.206199,1,camera=0.1,14,0.25,3
2,0.251357,0.22602,0.245582,1,camera=0.1,14,0.25,3
3,0.305875,0.274751,0.306168,1,camera=0.1,14,0.25,3
4,0.374327,0.30568,0.361561,1,camera=0.1,14,0.25,3
0,0.0983886,0.15467,0.148792,10,camera=0.1,14,0.25,3
1,0.188967,0.202798,0.206199,10,camera=0.1,14,0.25,3
2,0.251357,0.233273,0.245582,10,camera=0.1,14,0.25,3
3,0.305875,0.252146,0.306168,10,camera=0.1,14,0.25,3
4,0.374327,0.273639,0.361561,10,camera=0.1,14,0.25,3
0,0.0950715,0.0727478,0.142133,1,camera=0.1,14,0.5,3
1,0.188553,0.158786,0.21268,1,camera=0.1,14,0.5,3
2,0.25515,0.233964,0.258911,1,camera=0.1,14,0.5,3
3,0.309395,0.274784,0.304415,1,camera=0.1,14,0.5,3
4,0.3756,0.307073,0.357217,1,camera=0.1,14,0.5,3
0,0.0950715,0.165949,0.142133,10,camera=0.1,14,0.5,3
1,0.188553,0.215297,0.21268,10,camera=0.1,14,0.5,3
2,0.25515,0.2346,0.258911,10,camera=0.1,14,0.5,3
3,0.309395,0.236696,0.304415,10,camera=0.1,14,0.5,3
4,0.3756,0.253901,0.357217,10,camera=0.1,14,0.5,3
0,0.0945621,0.0699637,0.139773,1,camera=0.1,14,1,3
1,0.18583,0.155481,0.211501,1,camera=0.1,14,1,3
2,0.252507,0.231142,0.259667,1,camera=0.1,14,1,3
3,0.307244,0.275033,0.306855,1,camera=0.1,14,1,3
4,0.374001,0.305308,0.353683,1,camera=0.1,14,1,3
0,0.0945621,0.135765,0.139773,10,camera=0.1,14,1,3
1,0.18583,0.206042,0.211501,10,camera=0.1,14,1,3
2,0.252507,0.295024,0.259667,10,camera=0.1,14,1,3
3,0.307244,0.34714,0.306855,10,camera=0.1,14,1,3
4,0.374001,0.365919,0.353683,10,camera=0.1,14,1,3
0,0.155539,0.13575,0.152123,1,camera=0.1,15,0.1,3
1,0.244822,0.227495,0.226231,1,camera=0.1,15,0.1,3
2,0.300697,0.285449,0.272526,1,camera=0.1,15,0.1,3
3,0.352218,0.330708,0.321239,1,camera=0.1,15,0.1,3
4,0.406416,0.348745,0.376115,1,camera=0.1,15,0.1,3
0,0.155539,0.136884,0.152123,10,camera=0.1,15,0.1,3
1,0.244822,0.216065,0.226231,10,camera=0.1,15,0.1,3
2,0.300697,0.26431,0.272526,10,camera=0.1,15,0.1,3
3,0.352218,0.286037,0.321239,10,camera=0.1,15,0.1,3
4,0.406416,0.298363,0.376115,10,camera=0.1,15,0.1,3
0,0.150638,0.133721,0.148386,1,camera=0.1,15,0.25,3
1,0.245263,0.231451,0.235245,1,camera=0.1,15,0.25,3
2,0.303442,0.291335,0.276122,1,camera=0.1,15,0.25,3
3,0.353822,0.334975,0.334622,1,camera=0.1,15,0.25,3
4,0.409794,0.354473,0.368091,1,camera=0.1,15,0.25,3
0,0.150638,0.132134,0.148386,10,camera=0.1,15,0.25,3
1,0.245263,0.21212,0.235245,10,camera=0.1,15,0.25,3
2,0.303442,0.251931,0.276122,10,camera=0.1,15,0.25,3
3,0.353822,0.27221,0.334622,10,camera=0.1,15,0.25,3
4,0.409794,0.283153,0.368091,10,camera=0.1,15,0.25,3
0,0.147205,0.133014,0.148741,1,camera=0.1,15,0.5,3
1,0.242879,0.2278,0.230128,1,camera=0.1,15,0.5,3
2,0.301359,0.289181,0.274176,1,camera=0.1,15,0.5,3
3,0.352615,0.33536,0.331771,1,camera=0.1,15,0.5,3
4,0.411294,0.356756,0.366222,1,camera=0.1,15,0.5,3
0,0.147205,0.134126,0.148741,10,camera=0.1,15,0.5,3
1,0.242879,0.206267,0.230128,10,camera=0.1,15,0.5,3
2,0.301359,0.238963,0.274176,10,camera=0.1,15,0.5,3
3,0.352615,0.25583,0.331771,10,camera=0.1,15,0.5,3
4,0.411294,0.262708,0.366222,10,camera=0.1,15,0.5,3
0,0.147347,0.133342,0.144863,1,camera=0.1,15,1,3
1,0.243605,0.228369,0.232104,1,camera=0.1,15,1,3
2,0.301346,0.29169,0.272741,1,camera=0.1,15,1,3
3,0.352244,0.334537,0.329443,1,camera=0.1,15,1,3
4,0.41165,0.356811,0.365686,1,camera=0.1,15,1,3
0,0.147347,0.135638,0.144863,10,camera=0.1,15,1,3
1,0.243605,0.239619,0.232104,10,camera=0.1,15,1,3
2,0.301346,0.303609,0.272741,10,camera=0.1,15,1,3
3,0.352244,0.347495,0.329443,10,camera=0.1,15,1,3
4,0.41165,0.367536,0.365686,10,camera=0.1,15,1,3
0,0.129993,0.119982,0.129239,1,camera=0.1,16,0.1,3
1,0.248734,0.223963,0.223971,1,camera=0.1,16,0.1,3
2,0.308904,0.285164,0.279709,1,camera=0.1,16,0.1,3
3,0.353902,0.321713,0.337745,1,camera=0.1,16,0.1,3
4,0.408307,0.342583,0.359251,1,camera=0.1,16,0.1,3
0,0.129993,0.106574,0.129239,10,camera=0.1,16,0.1,3
1,0.248734,0.202922,0.223971,10,camera=0.1,16,0.1,3
2,0.308904,0.246998,0.279709,10,camera=0.1,16,0.1,3
3,0.353902,0.285372,0.337745,10,camera=0.1,16,0.1,3
4,0.408307,0.299992,0.359251,10,camera=0.1,16,0.1,3
0,0.130467,0.118392,0.135018,1,camera=0.1,16,0.25,3
1,0.242178,0.222872,0.229183,1,camera=0.1,16,0.25,3
2,0.300549,0.289023,0.27516,1,camera=0.1,16,0.25,3
3,0.343821,0.316481,0.315372,1,camera=0.1,16,0.25,3
4,0.404675,0.337979,0.365622,1,camera=0.1,16,0.25,3
0,0.130467,0.104224,0.135018,10,camera=0.1,16,0.25,3
1,0.242178,0.197391,0.229183,10,camera=0.1,16,0.25,3
2,0.300549,0.237524,0.27516,10,camera=0.1,16,0.25,3
3,0.343821,0.258291,0.315372,10,camera=0.1,16,0.25,3
4,0.404675,0.276156,0.365622,10,camera=0.1,16,0.25,3
0,0.134785,0.125176,0.139403,1,camera=0.1,16,0.5,3
1,0.239714,0.221621,0.223627,1,camera=0.1,16,0.5,3
2,0.296951,0.286237,0.272657,1,camera=0.1,16,0.5,3
3,0.341348,0.31792,0.311244,1,camera=0.1,16,0.5,3
4,0.401209,0.336319,0.360904,1,camera=0.1,16,0.5,3
0,0.134785,0.10243,0.139403,10,camera=0.1,16,0.5,3
1,0.239714,0.183162,0.223627,10,camera=0.1,16,0.5,3
2,0.296951,0.224674,0.272657,10,camera=0.1,16,0.5,3
3,0.341348,0.242653,0.311244,10,camera=0.1,16,0.5,3
4,0.401209,0.253832,0.360904,10,camera=0.1,16,0.5,3
0,0.134862,0.12573,0.138813,1,camera=0.1,16,1,3
1,0.236373,0.219811,0.21938,1,camera=0.1,16,1,3
2,0.294649,0.283976,0.274458,1,camera=0.1,16,1,3
3,0.341308,0.316299,0.314345,1,camera=0.1,16,1,3
4,0.401892,0.339088,0.366403,1,camera=0.1,16,1,3
0,0.134862,0.119807,0.138813,10,camera=0.1,16,1,3
1,0.236373,0.225224,0.21938,10,camera=0.1,16,1,3
2,0.294649,0.299616,0.274458,10,camera=0.1,16,1,3
3,0.341308,0.328506,0.314345,10,camera=0.1,16,1,3
4,0.401892,0.344645,0.366403,10,camera=0.1,16,1,3
0,0.15987,0.14675,0.133906,1,camera=0.1,17,0.1,3
1,0.264221,0.246097,0.209631,1,camera=0.1,17,0.1,3
2,0.322785,0.311487,0.292937,1,camera=0.1,17,0.1,3
3,0.368786,0.33869,0.318671,1,camera=0.1,17,0.1,3
4,0.438142,0.363646,0.390108,1,camera=0.1,17,0.1,3
0,0.15987,0.0998409,0.133906,10,camera=0.1,17,0.1,3
1,0.264221,0.175606,0.209631,10,camera=0.1,17,0.1,3
2,0.322785,0.242231,0.292937,10,camera=0.1,17,0.1,3
3,0.368786,0.254132,0.318671,10,camera=0.1,17,0.1,3
4,0.438142,0.265603,0.390108,10,camera=0.1,17,0.1,3
0,0.164516,0.153624,0.140067,1,camera=0.1,17,0.25,3
1,0.267272,0.248203,0.212896,1,camera=0.1,17,0.25,3
2,0.323282,0.305295,0.274994,1,camera=0.1,17,0.25,3
3,0.371767,0.339064,0.32142,1,camera=0.1,17,0.25,3
4,0.441021,0.366097,0.385006,1,camera=0.1,17,0.25,3
0,0.164516,0.106411,0.140067,10,camera=0.1,17,0.25,3
1,0.267272,0.175532,0.212896,10,camera=0.1,17,0.25,3
2,0.323282,0.218869,0.274994,10,camera=0.1,17,0.25,3
3,0.371767,0.236357,0.32142,10,camera=0.1,17,0.25,3
4,0.441021,0.251812,0.385006,10,camera=0.1,17,0.25,3
0,0.165784,0.157806,0.143202,1,camera=0.1,17,0.5,3
1,0.271344,0.253734,0.217251,1,camera=0.1,17,0.5,3
2,0.329069,0.311745,0.28725,1,camera=0.1,17,0.5,3
3,0.379159,0.345153,0.332328,1,camera=0.1,17,0.5,3
4,0.444168,0.368966,0.385652,1,camera=0.1,17,0.5,3
0,0.165784,0.10467,0.143202,10,camera=0.1,17,0.5,3
1,0.271344,0.163223,0.217251,10,camera=0.1,17,0.5,3
2,0.329069,0.199105,0.28725,10,camera=0.1,17,0.5,3
3,0.379159,0.206695,0.332328,10,camera=0.1,17,0.5,3
4,0.444168,0.218735,0.385652,10,camera=0.1,17,0.5,3
0,0.164399,0.155245,0.139841,1,camera=0.1,17,1,3
1,0.267529,0.24909,0.220552,1,camera=0.1,17,1,3
2,0.327559,0.307786,0.282341,1,camera=0.1,17,1,3
3,0.378332,0.345335,0.331613,1,camera=0.1,17,1,3
4,0.441963,0.368769,0.388302,1,camera=0.1,17,1,3
0,0.164399,0.107552,0.139841,10,camera=0.1,17,1,3
1,0.267529,0.203719,0.220552,10,camera=0.1,17,1,3
2,0.327559,0.283264,0.282341,10,camera=0.1,17,1,3
3,0.378332,0.332365,0.331613,10,camera=0.1,17,1,3
4,0.441963,0.352515,0.388302,10,camera=0.1,17,1,3
0,0.136688,0.123498,0.137274,1,camera=0.1,18,0.1,3
1,0.229528,0.21843,0.245222,1,camera=0.1,18,0.1,3
2,0.277076,0.259851,0.273482,1,camera=0.1,18,0.1,3
3,0.31338,0.289892,0.31641,1,camera=0.1,18,0.1,3
4,0.364208,0.293098,0.366646,1,camera=0.1,18,0.1,3
0,0.136688,0.0876771,0.137274,10,camera=0.1,18,0.1,3
1,0.229528,0.182545,0.245222,10,camera=0.1,18,0.1,3
2,0.277076,0.220062,0.273482,10,camera=0.1,18,0.1,3
3,0.31338,0.261523,0.31641,10,camera=0.1,18,0.1,3
4,0.364208,0.271928,0.366646,10,camera=0.1,18,0.1,3
0,0.126202,0.112281,0.132038,1,camera=0.1,18,0.25,3
1,0.222972,0.205285,0.223991,1,camera=0.1,18,0.25,3
2,0.273573,0.262788,0.279479,1,camera=0.1,18,0.25,3
3,0.310698,0.283613,0.310549,1,camera=0.1,18,0.25,3
4,0.365458,0.295589,0.354123,1,camera=0.1,18,0.25,3
0,0.126202,0.073121,0.132038,10,camera=0.1,18,0.25,3
1,0.222972,0.159873,0.223991,10,camera=0.1,18,0.25,3
2,0.273573,0.216048,0.279479,10,camera=0.1,18,0.25,3
3,0.310698,0.24112,0.310549,10,camera=0.1,18,0.25,3
4,0.365458,0.254689,0.354123,10,camera=0.1,18,0.25,3
0,0.128209,0.116465,0.139976,1,camera=0.1,18,0.5,3
1,0.219956,0.198293,0.215867,1,camera=0.1,18,0.5,3
2,0.270277,0.259201,0.279547,1,camera=0.1,18,0.5,3
3,0.309423,0.282013,0.308266,1,camera=0.1,18,0.5,3
4,0.366412,0.300938,0.363115,1,camera=0.1,18,0.5,3
0,0.128209,0.0906376,0.139976,10,camera=0.1,18,0.5,3
1,0.219956,0.164788,0.215867,10,camera=0.1,18,0.5,3
2,0.270277,0.21339,0.279547,10,camera=0.1,18,0.5,3
3,0.309423,0.238475,0.308266,10,camera=0.1,18,0.5,3
4,0.366412,0.252811,0.363115,10,camera=0.1,18,0.5,3
0,0.126689,0.11466,0.137696,1,camera=0.1,18,1,3
1,0.224367,0.207813,0.229431,1,camera=0.1,18,1,3
2,0.274968,0.261144,0.282279,1,camera=0.1,18,1,3
3,0.312855,0.285957,0.31711,1,camera=0.1,18,1,3
4,0.36718,0.301254,0.359183,1,camera=0.1,18,1,3
0,0.126689,0.121155,0.137696,10,camera=0.1,18,1,3
1,0.224367,0.221916,0.229431,10,camera=0.1,18,1,3
2,0.274968,0.292205,0.282279,10,camera=0.1,18,1,3
3,0.312855,0.32518,0.31711,10,camera=0.1,18,1,3
4,0.36718,0.337114,0.359183,10,camera=0.1,18,1,3
0,0.130726,0.131031,0.164481,1,camera=0.1,19,0.1,3
1,0.209499,0.209109,0.222054,1,camera=0.1,19,0.1,3
2,0.27051,0.263895,0.275705,1,camera=0.1,19,0.1,3
3,0.326197,0.307743,0.329943,1,camera=0.1,19,0.1,3
4,0.379455,0.334353,0.397128,1,camera=0.1,19,0.1,3
0,0.130726,0.152361,0.164481,10,camera=0.1,19,0.1,3
1,0.209499,0.216925,0.222054,10,camera=0.1,19,0.1,3
2,0.27051,0.264975,0.275705,10,camera=0.1,19,0.1,3
3,0.326197,0.299591,0.329943,10,camera=0.1,19,0.1,3
4,0.379455,0.327831,0.397128,10,camera=0.1,19,0.1,3
0,0.122208,0.118533,0.146899,1,camera=0.1,19,0.25,3
1,0.211689,0.20245,0.210931,1,camera=0.1,19,0.25,3
2,0.271846,0.26371,0.263213,1,camera=0.1,19,0.25,3
3,0.325789,0.309579,0.337237,1,camera=0.1,19,0.25,3
4,0.382146,0.336723,0.397114,1,camera=0.1,19,0.25,3
0,0.122208,0.131191,0.146899,10,camera=0.1,19,0.25,3
1,0.211689,0.20174,0.210931,10,camera=0.1,19,0.25,3
2,0.271846,0.251663,0.263213,10,camera=0.1,19,0.25,3
3,0.325789,0.289638,0.337237,10,camera=0.1,19,0.25,3
4,0.382146,0.310613,0.397114,10,camera=0.1,19,0.25,3
0,0.119935,0.113523,0.143711,1,camera=0.1,19,0.5,3
1,0.209292,0.200942,0.214806,1,camera=0.1,19,0.5,3
2,0.270155,0.262831,0.262904,1,camera=0.1,19,0.5,3
3,0.324323,0.310715,0.340509,1,camera=0.1,19,0.5,3
4,0.38048,0.335386,0.390971,1,camera=0.1,19,0.5,3
0,0.119935,0.124428,0.143711,10,camera=0.1,19,0.5,3
1,0.209292,0.199295,0.214806,10,camera=0.1,19,0.5,3
2,0.270155,0.244342,0.262904,10,camera=0.1,19,0.5,3
3,0.324323,0.271727,0.340509,10,camera=0.1,19,0.5,3
4,0.38048,0.290727,0.390971,10,camera=0.1,19,0.5,3
0,0.116558,0.111396,0.14009,1,camera=0.1,19,1,3
1,0.20608,0.198339,0.211985,1,camera=0.1,19,1,3
2,0.268039,0.259232,0.256832,1,camera=0.1,19,1,3
3,0.320847,0.307982,0.335914,1,camera=0.1,19,1,3
4,0.378402,0.337269,0.397075,1,camera=0.1,19,1,3
0,0.116558,0.114716,0.14009,10,camera=0.1,19,1,3
1,0.20608,0.204588,0.211985,10,camera=0.1,19,1,3
2,0.268039,0.2917,0.256832,10,camera=0.1,19,1,3
3,0.320847,0.354212,0.335914,10,camera=0.1,19,1,3
4,0.378402,0.380804,0.397075,10,camera=0.1,19,1,3
0,0.110651,0.0835016,0.13571,1,license=0.1,0,0.1,3
1,0.200403,0.164941,0.218024,1,license=0.1,0,0.1,3
2,0.267088,0.240507,0.267298,1,license=0.1,0,0.1,3
3,0.320173,0.280777,0.308923,1,license=0.1,0,0.1,3
4,0.38244,0.295483,0.388925,1,license=0.1,0,0.1,3
0,0.110651,0.131854,0.13571,10,license=0.1,0,0.1,3
1,0.200403,0.203383,0.218024,10,license=0.1,0,0.1,3
2,0.267088,0.261721,0.267298,10,license=0.1,0,0.1,3
3,0.320173,0.284548,0.308923,10,license=0.1,0,0.1,3
4,0.38244,0.293317,0.388925,10,license=0.1,0,0.1,3
0,0.109969,0.086544,0.14191,1,license=0.1,0,0.25,3
1,0.209813,0.175681,0.218147,1,license=0.1,0,0.25,3
2,0.273105,0.24603,0.273575,1,license=0.1,0,0.25,3
3,0.323052,0.284517,0.3095,1,license=0.1,0,0.25,3
4,0.379639,0.298279,0.362732,1,license=0.1,0,0.25,3
0,0.109969,0.143639,0.14191,10,license=0.1,0,0.25,3
1,0.209813,0.213296,0.218147,10,license=0.1,0,0.25,3
2,0.273105,0.263143,0.273575,10,license=0.1,0,0.25,3
3,0.323052,0.281315,0.3095,10,license=0.1,0,0.25,3
4,0.379639,0.286337,0.362732,10,license=0.1,0,0.25,3
0,0.109713,0.0831042,0.139927,1,license=0.1,0,0.5,3
1,0.210396,0.176806,0.217481,1,license=0.1,0,0.5,3
2,0.274615,0.245588,0.273398,1,license=0.1,0,0.5,3
3,0.32329,0.277706,0.309766,1,license=0.1,0,0.5,3
4,0.37922,0.29821,0.369569,1,license=0.1,0,0.5,3
0,0.109713,0.146941,0.139927,10,license=0.1,0,0.5,3
1,0.210396,0.213869,0.217481,10,license=0.1,0,0.5,3
2,0.274615,0.248446,0.273398,10,license=0.1,0,0.5,3
3,0.32329,0.256669,0.309766,10,license=0.1,0,0.5,3
4,0.37922,0.257594,0.369569,10,license=0.1,0,0.5,3
0,0.109633,0.083825,0.139746,1,license=0.1,0,1,3
1,0.210255,0.173827,0.218437,1,license=0.1,0,1,3
2,0.273874,0.244782,0.271806,1,license=0.1,0,1,3
3,0.321409,0.277535,0.312654,1,license=0.1,0,1,3
4,0.378393,0.300543,0.366224,1,license=0.1,0,1,3
0,0.109633,0.136108,0.139746,10,license=0.1,0,1,3
1,0.210255,0.220482,0.218437,10,license=0.1,0,1,3
2,0.273874,0.312686,0.271806,10,license=0.1,0,1,3
3,0.321409,0.348156,0.312654,10,license=0.1,0,1,3
4,0.378393,0.360489,0.366224,10,license=0.1,0,1,3
0,0.09799,0.0811151,0.132563,1,license=0.1,1,0.1,3
1,0.192304,0.172019,0.209505,1,license=0.1,1,0.1,3
2,0.260678,0.249638,0.257884,1,license=0.1,1,0.1,3
3,0.312041,0.287438,0.309511,1,license=0.1,1,0.1,3
4,0.373706,0.328312,0.353691,1,license=0.1,1,0.1,3
0,0.09799,0.102171,0.132563,10,license=0.1,1,0.1,3
1,0.192304,0.17593,0.209505,10,license=0.1,1,0.1,3
2,0.260678,0.233373,0.257884,10,license=0.1,1,0.1,3
3,0.312041,0.257904,0.309511,10,license=0.1,1,0.1,3
4,0.373706,0.286875,0.353691,10,license=0.1,1,0.1,3
0,0.097849,0.0765738,0.136183,1,license=0.1,1,0.25,3
1,0.193094,0.171295,0.211361,1,license=0.1,1,0.25,3
2,0.257671,0.243819,0.259197,1,license=0.1,1,0.25,3
3,0.310524,0.288779,0.306627,1,license=0.1,1,0.25,3
4,0.373498,0.325087,0.363312,1,license=0.1,1,0.25,3
0,0.097849,0.110097,0.136183,10,license=0.1,1,0.25,3
1,0.193094,0.189532,0.211361,10,license=0.1,1,0.25,3
2,0.257671,0.23288,0.259197,10,license=0.1,1,0.25,3
3,0.310524,0.247977,0.306627,10,license=0.1,1,0.25,3
4,0.373498,0.266431,0.363312,10,license=0.1,1,0.25,3
0,0.0965232,0.079508,0.139964,1,license=0.1,1,0.5,3
1,0.191738,0.168231,0.204567,1,license=0.1,1,0.5,3
2,0.255289,0.243235,0.260327,1,license=0.1,1,0.5,3
3,0.309821,0.29397,0.309549,1,license=0.1,1,0.5,3
4,0.374325,0.325591,0.368981,1,license=0.1,1,0.5,3
0,0.0965232,0.129468,0.139964,10,license=0.1,1,0.5,3
1,0.191738,0.193923,0.204567,10,license=0.1,1,0.5,3
2,0.255289,0.229754,0.260327,10,license=0.1,1,0.5,3
3,0.309821,0.237258,0.309549,10,license=0.1,1,0.5,3
4,0.374325,0.24961,0.368981,10,license=0.1,1,0.5,3
0,0.0960844,0.0787949,0.140221,1,license=0.1,1,1,3
1,0.193361,0.168933,0.20115,1,license=0.1,1,1,3
2,0.256094,0.242053,0.258667,1,license=0.1,1,1,3
3,0.312832,0.297755,0.316832,1,license=0.1,1,1,3
4,0.374874,0.326873,0.37239,1,license=0.1,1,1,3
0,0.0960844,0.101041,0.140221,10,license=0.1,1,1,3
1,0.193361,0.183991,0.20115,10,license=0.1,1,1,3
2,0.256094,0.282212,0.258667,10,license=0.1,1,1,3
3,0.312832,0.348182,0.316832,10,license=0.1,1,1,3
4,0.374874,0.371794,0.37239,10,license=0.1,1,1,3
0,0.129066,0.120937,0.139004,1,license=0.1,2,0.1,3
1,0.223892,0.206989,0.214296,1,license=0.1,2,0.1,3
2,0.284135,0.269297,0.262499,1,license=0.1,2,0.1,3
3,0.332651,0.299057,0.316988,1,license=0.1,2,0.1,3
4,0.381918,0.311816,0.355012,1,license=0.1,2,0.1,3
0,0.129066,0.0924872,0.139004,10,license=0.1,2,0.1,3
1,0.223892,0.174966,0.214296,10,license=0.1,2,0.1,3
2,0.284135,0.231445,0.262499,10,license=0.1,2,0.1,3
3,0.332651,0.266266,0.316988,10,license=0.1,2,0.1,3
4,0.381918,0.268124,0.355012,10,license=0.1,2,0.1,3
0,0.128489,0.118309,0.136874,1,license=0.1,2,0.25,3
1,0.225146,0.208837,0.216118,1,license=0.1,2,0.25,3
2,0.286902,0.271121,0.258736,1,license=0.1,2,0.25,3
3,0.333382,0.306478,0.320339,1,license=0.1,2,0.25,3
4,0.386978,0.318083,0.346406,1,license=0.1,2,0.25,3
0,0.128489,0.0896895,0.136874,10,license=0.1,2,0.25,3
1,0.225146,0.169657,0.216118,10,license=0.1,2,0.25,3
2,0.286902,0.222896,0.258736,10,license=0.1,2,0.25,3
3,0.333382,0.253969,0.320339,10,license=0.1,2,0.25,3
4,0.386978,0.261769,0.346406,10,license=0.1,2,0.25,3
0,0.130329,0.11782,0.136141,1,license=0.1,2,0.5,3
1,0.227049,0.20783,0.219098,1,license=0.1,2,0.5,3
2,0.287586,0.27033,0.268419,1,license=0.1,2,0.5,3
3,0.334268,0.303122,0.317059,1,license=0.1,2,0.5,3
4,0.39127,0.317602,0.343806,1,license=0.1,2,0.5,3
0,0.130329,0.106314,0.136141,10,license=0.1,2,0.5,3
1,0.227049,0.180018,0.219098,10,license=0.1,2,0.5,3
2,0.287586,0.217868,0.268419,10,license=0.1,2,0.5,3
3,0.334268,0.239073,0.317059,10,license=0.1,2,0.5,3
4,0.39127,0.241809,0.343806,10,license=0.1,2,0.5,3
0,0.131738,0.118722,0.137132,1,license=0.1,2,1,3
1,0.229897,0.2129,0.222646,1,license=0.1,2,1,3
2,0.289136,0.271291,0.27223,1,license=0.1,2,1,3
3,0.334545,0.304806,0.318128,1,license=0.1,2,1,3
4,0.390866,0.316131,0.3405,1,license=0.1,2,1,3
0,0.131738,0.0948614,0.137132,10,license=0.1,2,1,3
1,0.229897,0.198777,0.222646,10,license=0.1,2,1,3
2,0.289136,0.282443,0.27223,10,license=0.1,2,1,3
3,0.334545,0.331303,0.318128,10,license=0.1,2,1,3
4,0.390866,0.342834,0.3405,10,license=0.1,2,1,3
0,0.122029,0.0967907,0.140719,1,license=0.1,3,0.1,3
1,0.217327,0.2028,0.227895,1,license=0.1,3,0.1,3
2,0.267039,0.240806,0.258061,1,license=0.1,3,0.1,3
3,0.304658,0.257535,0.316954,1,license=0.1,3,0.1,3
4,0.358694,0.289171,0.340563,1,license=0.1,3,0.1,3
0,0.122029,0.127126,0.140719,10,license=0.1,3,0.1,3
1,0.217327,0.219911,0.227895,10,license=0.1,3,0.1,3
2,0.267039,0.255669,0.258061,10,license=0.1,3,0.1,3
3,0.304658,0.274168,0.316954,10,license=0.1,3,0.1,3
4,0.358694,0.291547,0.340563,10,license=0.1,3,0.1,3
0,0.119655,0.0941823,0.132546,1,license=0.1,3,0.25,3
1,0.215394,0.191543,0.218923,1,license=0.1,3,0.25,3
2,0.267882,0.243049,0.267137,1,license=0.1,3,0.25,3
3,0.306906,0.271454,0.326877,1,license=0.1,3,0.25,3
4,0.361688,0.290738,0.34279,1,license=0.1,3,0.25,3
0,0.119655,0.122887,0.132546,10,license=0.1,3,0.25,3
1,0.215394,0.203305,0.218923,10,license=0.1,3,0.25,3
2,0.267882,0.246143,0.267137,10,license=0.1,3,0.25,3
3,0.306906,0.269918,0.326877,10,license=0.1,3,0.25,3
4,0.361688,0.280881,0.34279,10,license=0.1,3,0.25,3
0,0.120939,0.0945656,0.130731,1,license=0.1,3,0.5,3
1,0.214689,0.186588,0.218114,1,license=0.1,3,0.5,3
2,0.268778,0.242332,0.273075,1,license=0.1,3,0.5,3
3,0.30611,0.274637,0.321992,1,license=0.1,3,0.5,3
4,0.360227,0.295365,0.350617,1,license=0.1,3,0.5,3
0,0.120939,0.13398,0.130731,10,license=0.1,3,0.5,3
1,0.214689,0.208374,0.218114,10,license=0.1,3,0.5,3
2,0.268778,0.2482,0.273075,10,license=0.1,3,0.5,3
3,0.30611,0.269697,0.321992,10,license=0.1,3,0.5,3
4,0.360227,0.27903,0.350617,10,license=0.1,3,0.5,3
0,0.122505,0.0986917,0.133688,1,license=0.1,3,1,3
1,0.21636,0.190644,0.220829,1,license=0.1,3,1,3
2,0.27001,0.243374,0.276051,1,license=0.1,3,1,3
3,0.309517,0.273995,0.320362,1,license=0.1,3,1,3
4,0.362082,0.295786,0.351488,1,license=0.1,3,1,3
0,0.122505,0.15417,0.133688,10,license=0.1,3,1,3
1,0.21636,0.249465,0.220829,10,license=0.1,3,1,3
2,0.27001,0.30133,0.276051,10,license=0.1,3,1,3
3,0.309517,0.326007,0.320362,10,license=0.1,3,1,3
4,0.362082,0.337934,0.351488,10,license=0.1,3,1,3
0,0.158309,0.150583,0.155465,1,license=0.1,4,0.1,3
1,0.252775,0.250024,0.247918,1,license=0.1,4,0.1,3
2,0.305269,0.292904,0.30664,1,license=0.1,4,0.1,3
3,0.353126,0.330137,0.347624,1,license=0.1,4,0.1,3
4,0.413109,0.358915,0.412263,1,license=0.1,4,0.1,3
0,0.158309,0.115935,0.155465,10,license=0.1,4,0.1,3
1,0.252775,0.201545,0.247918,10,license=0.1,4,0.1,3
2,0.305269,0.239239,0.30664,10,license=0.1,4,0.1,3
3,0.353126,0.273584,0.347624,10,license=0.1,4,0.1,3
4,0.413109,0.302352,0.412263,10,license=0.1,4,0.1,3
0,0.151811,0.139907,0.145947,1,license=0.1,4,0.25,3
1,0.2448,0.238018,0.233958,1,license=0.1,4,0.25,3
2,0.300234,0.291633,0.295953,1,license=0.1,4,0.25,3
