seed,p,K,t,loss_ratio,off_balance,nonadopter_rate_change,coef_capacity,coef_nightlife_density,coef_prior_violations,coef_late_night_hours,coef_staff_training_score,coef_security_staff,coef_incident_response_time,coef_camera_coverage,coef_license_compliance,noncausal_camera_coverage,noncausal_license_compliance,noncausal_share,rebalance
0,0.0,3,1,0.740485873057115,0.19214553357195524,0.0,0.6689211410675007,0.13178882268629916,0.017064504179125646,0.06500866145841051,-0.9633839215622276,-0.4746140330510248,0.029874748919329577,-0.4415143415394557,-0.7148251997642625,0.11440927688321752,0.15359708417378792,0.2680063610570054,frozen
0,0.0,3,2,0.740451710606275,0.19214553357195524,-0.00019525842642931224,0.6632772336675988,0.1288442556291875,0.014501080902539374,0.08140643695888009,-0.9902557227993046,-0.4503222898099233,0.02858322893549218,-0.4717355445199065,-0.6705425277240944,0.11809711956055774,0.13860508370855065,0.2567022032691084,frozen
0,0.0,3,3,0.7461233630627205,0.19214553357195524,0.004718234787133957,0.6010004607374493,0.10223352343601823,0.011860713879926316,0.10453174682079211,-1.0722292756682177,-0.41346507167271873,0.02869626337622495,-0.49799274446500325,-0.6084923204433432,0.11724554297827017,0.11763889164023257,0.23488443461850275,frozen
0,0.0,3,4,0.7584640671425577,0.19214553357195524,-0.010573654641664931,0.57616212284713,0.091429192367999,0.011321896398687512,0.13856501389840842,-1.1570055060744222,-0.35010902343902023,0.029139251740306644,-0.5152441001202158,-0.5358219225538171,0.1131874381577396,0.0962433907989103,0.2094308289566499,frozen
0,0.0,3,5,0.7632216163909529,0.19214553357195524,-0.014055030054422546,0.5592882250163473,0.09021105340952787,0.01205313094657127,0.14062832662582136,-1.1589707428691074,-0.3283264469812032,0.029031627994363974,-0.5085132762887281,-0.5364013958745859,0.1124105038052101,0.0970049976504881,0.20941550145569823,frozen
0,0.0,3,6,0.7687279981918782,0.19214553357195524,-0.02916932525048399,0.5893808205521321,0.1134576636748881,0.0119969480535725,0.13170728738504942,-1.1398654760997298,-0.33861712622280193,0.029960120344247776,-0.49348297340302827,-0.5936195507838535,0.10989006018214367,0.10862472724102953,0.2185147874231732,frozen
0,0.0,3,7,0.760576033698303,0.19214553357195524,-0.027771252374792166,0.6429794782924564,0.11796545552697221,0.009194360172514604,0.12967942301908345,-1.131404033954236,-0.3732410425805182,0.03078908602787763,-0.49014628991481146,-0.6345096557912051,0.10693988884356322,0.11394654613108178,0.220886434974645,frozen
0,0.0,3,8,0.7589626722428997,0.19214553357195524,-0.03297483148871527,0.6769627230858526,0.12094491086164844,0.0065792668546165445,0.13856203167124445,-1.141631160887233,-0.3942372509715884,0.031514950575472385,-0.5125836549900351,-0.6666044457400735,0.10655735403910783,0.1139494457505616,0.22050679978966942,frozen
0,0.0,3,9,0.7548305650369135,0.19214553357195524,-0.03386227339521497,0.6955579896221912,0.1297935373757869,0.012083701229460278,0.13706682429732256,-1.1569290400874543,-0.3887881647293282,0.031667502850388406,-0.5151303442165376,-0.6793208072905765,0.10676659718810198,0.11580899196906079,0.22257558915716277,frozen
0,0.0,3,10,0.7548350889867803,0.19214553357195524,-0.03225523966206412,0.6859884423598072,0.13056202065730205,0.01653624821768764,0.1291522251253464,-1.1293265704218776,-0.387156089481284,0.03232177676012952,-0.5221254871402528,-0.6348362203911361,0.11194827936710842,0.11165247952968883,0.22360075889679723,frozen
0,0.0,3,1,0.8973554864590348,0.0,0.0,0.6689211410675007,0.13178882268629916,0.017064504179125646,0.06500866145841051,-0.9633839215622276,-0.4746140330510248,0.029874748919329577,-0.4415143415394557,-0.7148251997642625,0.11440927688321749,0.15359708417378787,0.26800636105700537,never
0,0.0,3,2,0.8973140867999628,0.0,-0.00019525842642931224,0.6632772336675988,0.1288442556291875,0.014501080902539374,0.08140643695888009,-0.9902557227993046,-0.4503222898099233,0.02858322893549218,-0.4717355445199065,-0.6705425277240944,0.11809711956055773,0.13860508370855065,0.25670220326910836,never
0,0.0,3,3,0.9041872610687282,0.0,0.004718234787133957,0.6010004607374493,0.10223352343601823,0.011860713879926316,0.10453174682079211,-1.0722292756682177,-0.41346507167271873,0.02869626337622495,-0.49799274446500325,-0.6084923204433432,0.11724554297827017,0.11763889164023257,0.23488443461850275,never
0,0.0,3,4,0.9191423046634021,0.0,-0.010573654641664931,0.57616212284713,0.091429192367999,0.011321896398687512,0.13856501389840842,-1.1570055060744222,-0.35010902343902023,0.029139251740306644,-0.5152441001202158,-0.5358219225538171,0.1131874381577396,0.09624339079891027,0.20943082895664988,never
0,0.0,3,5,0.9249077258219731,0.0,-0.014055030054422435,0.5592882250163473,0.09021105340952787,0.01205313094657127,0.14062832662582136,-1.1589707428691074,-0.3283264469812032,0.029031627994363974,-0.5085132762887281,-0.5364013958745859,0.11241050380521009,0.0970049976504881,0.20941550145569818,never
0,0.0,3,6,0.9315806173643851,0.0,-0.02916932525048399,0.5893808205521321,0.1134576636748881,0.0119969480535725,0.13170728738504942,-1.1398654760997298,-0.33861712622280193,0.029960120344247776,-0.49348297340302827,-0.5936195507838535,0.10989006018214363,0.10862472724102952,0.21851478742317318,never
0,0.0,3,7,0.9217016847204335,0.0,-0.027771252374792055,0.6429794782924564,0.11796545552697221,0.009194360172514604,0.12967942301908345,-1.131404033954236,-0.3732410425805182,0.03078908602787763,-0.49014628991481146,-0.6345096557912051,0.10693988884356322,0.11394654613108177,0.22088643497464497,never
0,0.0,3,8,0.9197465376928872,0.0,-0.03297483148871527,0.6769627230858526,0.12094491086164844,0.0065792668546165445,0.13856203167124445,-1.141631160887233,-0.3942372509715884,0.031514950575472385,-0.5125836549900351,-0.6666044457400735,0.10655735403910782,0.11394944575056158,0.2205067997896694,never
0,0.0,3,9,0.9147390565148601,0.0,-0.03386227339521497,0.6955579896221912,0.1297935373757869,0.012083701229460278,0.13706682429732256,-1.1569290400874543,-0.3887881647293282,0.031667502850388406,-0.5151303442165376,-0.6793208072905765,0.10676659718810196,0.11580899196906076,0.22257558915716275,never
0,0.0,3,10,0.9147445388493395,0.0,-0.03225523966206412,0.6859884423598072,0.13056202065730205,0.01653624821768764,0.1291522251253464,-1.1293265704218776,-0.387156089481284,0.03232177676012952,-0.5221254871402528,-0.6348362203911361,0.11194827936710841,0.11165247952968883,0.22360075889679723,never
1,0.0,3,1,0.7502356199859344,0.18594776150013084,0.0,0.6831291001456942,0.12927540303336477,0.01693331792748652,0.07068152402245745,-1.2109840844859552,-0.2867215192838182,0.034862605159242895,-0.6466243574206625,-0.37397048087125545,0.16381778883607687,0.07878333415341912,0.242601122989496,on
1,0.0,3,2,0.7488768400084609,0.1800413907208056,0.00010683774031350346,0.6794350077786045,0.12440413726664509,0.017605895765354564,0.09244598972731206,-1.112908823175508,-0.30295569434450365,0.037475600747291116,-0.5930256813838847,-0.3879903710302413,0.14510894458383777,0.07980051146271805,0.22490945604655582,on
1,0.0,3,3,0.7511180564965473,0.17338442776679652,-0.0032250721570074026,0.661962869028535,0.12803745197978075,0.01581745480947312,0.11551797650284593,-1.0852025362083562,-0.30637225243978383,0.038556657476361764,-0.5213391493284736,-0.3912709794438315,0.12266241673604995,0.07807707425577579,0.20073949099182575,on
1,0.0,3,4,0.7424958004071207,0.17427718653664603,0.0034084439131314426,0.6533158344210954,0.14945151647440102,0.018320084416860997,0.125904482685243,-1.0577871445600748,-0.31292161528365864,0.03782594592743737,-0.49235128430449254,-0.46116340770354114,0.11269393102728363,0.09010902755225049,0.20280295857953415,on
1,0.0,3,5,0.7445434931344594,0.17938940605538178,-0.004646322446605233,0.6682889175988954,0.1637944483042705,0.016852502374742503,0.12840566386309937,-1.1121729782599097,-0.32334645557793296,0.03524334597727862,-0.514078116850702,-0.4871093388191229,0.11404705868131243,0.09222380411803226,0.2062708627993447,on
1,0.0,3,6,0.7447421230521148,0.1867658918050228,-0.01106419861205521,0.7032987808972101,0.15981370561833932,0.01578536696565688,0.1362977942111019,-1.1038078817250514,-0.3816911995110734,0.03431017565956705,-0.5735955032056339,-0.4556131503493331,0.12201038521726697,0.08207363410872352,0.20408401932599046,on
1,0.0,3,7,0.7481772818467357,0.18868908731077755,-0.014536721756496673,0.7257653218621641,0.1499211097396039,0.011190524087457809,0.12770279583869631,-1.0878771400076124,-0.41822289715675776,0.033002838401866234,-0.607306153162981,-0.4656020883411138,0.12963464526541432,0.08393419326438975,0.21356883852980407,on
1,0.0,3,8,0.7553943345492793,0.18812849737283296,-0.017441255984184334,0.7140450302373208,0.1489689642638668,0.010815333246714789,0.10148051836035062,-1.0563211600322977,-0.4352611326144291,0.0317959242972966,-0.6293390361480384,-0.49687787528687755,0.14231263345651268,0.09488909951365429,0.237201732970167,on
