seed,cap,weight,setting,p,kept_t1,kept_t10,gap_proxy_heavy_t1,gap_proxy_heavy_t10,gap_causal_only_t1,share_proxy_heavy,noncausal_t1,noncausal_t10,camera_coef_t10,peak_lr,at_cap_t1
5,0.15,0.2,camera=0.1,0.5,0.9180163727184545,0.6041170914143613,8.175437289312258,2.3670662091421977,-8.645265021538995,0.06937561942517344,0.11574511346879995,0.14888772784796564,-0.26707718785570705,0.8541549268237026,0.2051536174430129
5,0.15,0.2,camera=0.3,0.5,0.9063491475978149,0.6403852322629946,2.46094330059233,-1.6866280377043463,-10.134960069327152,0.0806930693069307,0.05977716222428753,0.1491561650063495,-0.4204816254415609,0.8475822800573728,0.23712871287128712
6,0.15,0.2,baseline,0.25,0.8802431037451282,0.6703582011962935,2.913011291499897,0.5491235523331611,-10.33844717892998,0.039100684261974585,0.17185470908629372,0.21535742225797178,-0.5760953898106911,0.7827558740764186,0.2404692082111437
6,0.15,0.2,baseline,0.5,0.8828534614422708,0.6335633842457095,4.698244684634539,2.7558705564189983,-10.754062994667748,0.03479576399394856,0.17185470908629372,0.28033166161709205,-0.7201499090122188,0.8377124973276532,0.21734745335350478
6,0.15,0.2,baseline,1.0,0.8788911031384375,0.8352577075838106,5.55588050503833,4.282700930346501,-10.952090889077379,0.040652446675031366,0.17185470908629372,0.1753788492848303,-0.6112239658589242,1.041555717514687,0.21932245922208282
6,0.15,0.2,camera=0.1,0.5,0.8934676085601698,0.6167953625630685,1.8980922407786684,-0.06390618514882475,-10.853881147480116,0.039878849066128215,0.1144961483623182,0.2110012992825251,-0.7912586274513984,0.8359216418868857,0.23573952549217567
6,0.15,0.2,camera=0.3,0.5,0.8927167714316208,0.6150033630189697,-1.3097117209025868,-3.8337971130210597,-10.222922916869612,0.04944500504540868,0.07491114173564113,0.10368076830605881,-0.8119502138814999,0.8383775052542555,0.28355196770938446
7,0.15,0.2,baseline,0.25,0.9121663587215473,0.8582532693934801,7.27005614994924,7.76920459859996,-12.852934357856011,0.0368474923234391,0.16406058246990649,0.2023415679147144,-0.5117175534350762,0.7650921098978286,0.1555783009211873
7,0.15,0.2,baseline,0.5,0.9166563784310199,0.7990758488548702,8.927778383694632,9.035405689774302,-12.584084836406737,0.03604060913705584,0.16406058246990649,0.22463400524625618,-0.4923181267432988,0.8001306313128103,0.15837563451776648
7,0.15,0.2,baseline,1.0,0.9162143365947778,1.0165786345481418,7.645204663214194,9.612541111907493,-12.652428865644506,0.03728898966994205,0.16406058246990649,0.15901793079417334,-0.5094224196797956,0.9569865147459544,0.16074577979339885
7,0.15,0.2,camera=0.1,0.5,0.9098958985251578,0.7682528953356107,8.271820973340837,7.1282896610576145,-11.943807076722027,0.03453529710512951,0.11027312246326533,0.14001098141108187,-0.4491827889542943,0.8046597968940253,0.16962925342813612
7,0.15,0.2,camera=0.3,0.5,0.9097918752068415,0.7805053836367235,4.853533921137636,2.820044179194608,-11.98118009781933,0.0472801220132181,0.07408169499981632,0.1143806102241958,-0.4767256396832374,0.8092287141172099,0.19115404168784952
8,0.15,0.2,baseline,0.25,0.933894105556551,0.6059734284364011,14.37594709504369,10.448561033733654,-9.012521966123227,0.02766798418972332,0.1358509841117321,0.28704851417491817,-0.5421411315717982,0.7576639449440739,0.10968379446640317
8,0.15,0.2,baseline,0.5,0.9351093459500759,0.5302400903715502,14.153156088548299,9.055288315046724,-8.83465301747299,0.03290129611166501,0.1358509841117321,0.33819080895445747,-0.5641579552910497,0.7837664408269146,0.10667996011964108
8,0.15,0.2,baseline,1.0,0.9352880469066674,0.7992336513558681,14.47214381059267,12.599496958831983,-8.830136962745563,0.03342548378989696,0.1358509841117321,0.20199197689162948,-0.7150518853199724,0.9512032938916071,0.1048002010555416
8,0.15,0.2,camera=0.1,0.5,0.9317656300804581,0.5237428604289417,12.65455678662058,6.73701353465552,-8.416977479165004,0.03587443946188341,0.08305052352190771,0.24775401586038592,-0.6680058335482547,0.7825102605779141,0.10861983059292477
